time;V(/OUT_N);V(/OUT_P);V(/OUT_SINGLE);v(/OUT_P)-V(/OUT_N);
0.350663;1.44473;1.43505;2.19712;-0.00968333;
0.350673;1.44314;1.43342;2.18699;-0.00972645;
0.350683;1.44174;1.43197;2.17797;-0.00977112;
0.350693;1.44052;1.4307;2.1701;-0.00981718;
0.350703;1.43949;1.42962;2.16341;-0.00986445;
0.350713;1.43865;1.42873;2.15792;-0.00991273;
0.350723;1.438;1.42804;2.15367;-0.00996184;
0.350733;1.43756;1.42755;2.15065;-0.0100116;
0.350743;1.43732;1.42726;2.1489;-0.0100618;
0.350753;1.43728;1.42717;2.1484;-0.0101122;
0.350763;1.43744;1.42728;2.14917;-0.0101627;
0.350773;1.4378;1.42759;2.1512;-0.010213;
0.350783;1.43837;1.42811;2.15449;-0.0102629;
0.350793;1.43913;1.42882;2.15901;-0.0103123;
0.350803;1.44008;1.42972;2.16476;-0.010361;
0.350813;1.44123;1.43082;2.17171;-0.0104088;
0.350823;1.44256;1.43211;2.17983;-0.0104554;
0.350833;1.44408;1.43358;2.18909;-0.0105007;
0.350843;1.44577;1.43522;2.19946;-0.0105445;
0.350853;1.44763;1.43704;2.21089;-0.0105867;
0.350863;1.44965;1.43902;2.22335;-0.0106271;
0.350873;1.45182;1.44116;2.23677;-0.0106654;
0.350883;1.45414;1.44344;2.2511;-0.0107017;
0.350893;1.45659;1.44586;2.2663;-0.0107356;
0.350903;1.45917;1.44841;2.2823;-0.0107672;
0.350913;1.46187;1.45107;2.29904;-0.0107962;
0.350923;1.46467;1.45385;2.31645;-0.0108225;
0.350933;1.46756;1.45672;2.33446;-0.0108461;
0.350943;1.47054;1.45967;2.353;-0.0108668;
0.350953;1.47359;1.4627;2.372;-0.0108845;
0.350963;1.47669;1.46579;2.39138;-0.0108993;
0.350973;1.47985;1.46893;2.41107;-0.010911;
0.350983;1.48303;1.47211;2.43098;-0.0109195;
0.350993;1.48624;1.47531;2.45104;-0.0109249;
0.351003;1.48945;1.47853;2.47117;-0.0109271;
0.351013;1.49266;1.48174;2.49129;-0.0109261;
0.351023;1.49585;1.48493;2.51132;-0.0109218;
0.351033;1.49901;1.4881;2.53118;-0.0109145;
0.351043;1.50213;1.49123;2.55078;-0.0109039;
0.351053;1.50519;1.4943;2.57006;-0.0108903;
0.351063;1.50819;1.49731;2.58893;-0.0108736;
0.351073;1.5111;1.50025;2.60733;-0.0108539;
0.351083;1.51392;1.50309;2.62517;-0.0108313;
0.351093;1.51664;1.50583;2.64238;-0.010806;
0.351103;1.51924;1.50847;2.6589;-0.0107779;
0.351113;1.52173;1.51098;2.67467;-0.0107472;
0.351123;1.52407;1.51336;2.68961;-0.0107141;
0.351133;1.52628;1.5156;2.70368;-0.0106787;
0.351143;1.52833;1.51769;2.71682;-0.0106412;
0.351153;1.53022;1.51962;2.72897;-0.0106016;
0.351163;1.53195;1.52139;2.74009;-0.0105602;
0.351173;1.53351;1.52299;2.75015;-0.0105172;
0.351183;1.53489;1.52442;2.75909;-0.0104727;
0.351193;1.53609;1.52566;2.76689;-0.0104269;
0.351203;1.5371;1.52672;2.77351;-0.0103799;
0.351213;1.53791;1.52758;2.77894;-0.0103321;
0.351223;1.53854;1.52826;2.78315;-0.0102834;
0.351233;1.53897;1.52874;2.78614;-0.0102342;
0.351243;1.53921;1.52903;2.78787;-0.0101845;
0.351253;1.53925;1.52911;2.78836;-0.0101347;
0.351263;1.53909;1.52901;2.7876;-0.0100848;
0.351273;1.53874;1.5287;2.7856;-0.010035;
0.351283;1.53819;1.5282;2.78235;-0.00998555;
0.351293;1.53744;1.52751;2.77787;-0.00993658;
0.351303;1.53651;1.52662;2.77218;-0.00988829;
0.351313;1.53538;1.52554;2.7653;-0.00984086;
0.351323;1.53408;1.52428;2.75725;-0.00979447;
0.351333;1.53259;1.52284;2.74806;-0.0097493;
0.351343;1.53093;1.52122;2.73777;-0.00970554;
0.351353;1.5291;1.51944;2.72642;-0.00966335;
0.351363;1.52711;1.51749;2.71405;-0.00962293;
0.351373;1.52496;1.51538;2.70071;-0.00958443;
0.351383;1.52267;1.51312;2.68645;-0.00954802;
0.351393;1.52024;1.51073;2.67132;-0.00951386;
0.351403;1.51769;1.5082;2.65538;-0.00948209;
0.351413;1.51501;1.50556;2.6387;-0.00945284;
0.351423;1.51223;1.5028;2.62134;-0.00942625;
0.351433;1.50935;1.49995;2.60338;-0.00940242;
0.351443;1.50639;1.49701;2.58488;-0.00938145;
0.351453;1.50335;1.49399;2.56591;-0.00936343;
0.351463;1.50026;1.49091;2.54655;-0.00934844;
0.351473;1.49711;1.48777;2.52688;-0.00933653;
0.351483;1.49393;1.4846;2.50698;-0.00932776;
0.351493;1.49073;1.4814;2.48693;-0.00932216;
0.351503;1.48751;1.47819;2.4668;-0.00931974;
0.351513;1.4843;1.47498;2.44667;-0.00932053;
0.351523;1.48111;1.47178;2.42664;-0.0093245;
0.351533;1.47794;1.46861;2.40676;-0.00933165;
0.351543;1.47481;1.46547;2.38714;-0.00934194;
0.351553;1.47174;1.46239;2.36783;-0.00935534;
0.351563;1.46873;1.45936;2.34892;-0.00937178;
0.351573;1.46581;1.45641;2.33049;-0.00939119;
0.351583;1.46297;1.45355;2.31261;-0.00941351;
0.351593;1.46023;1.45079;2.29534;-0.00943863;
0.351603;1.4576;1.44813;2.27876;-0.00946646;
0.351613;1.4551;1.4456;2.26292;-0.00949689;
0.351623;1.45272;1.44319;2.24791;-0.00952978;
0.351633;1.45049;1.44093;2.23376;-0.00956502;
0.351643;1.44841;1.43881;2.22055;-0.00960246;
0.351653;1.44649;1.43684;2.20832;-0.00964195;
0.351663;1.44473;1.43505;2.19711;-0.00968333;
0.351673;1.44314;1.43342;2.18698;-0.00972645;
0.351683;1.44174;1.43197;2.17796;-0.00977112;
0.351693;1.44052;1.4307;2.17009;-0.00981718;
0.351703;1.43948;1.42962;2.1634;-0.00986445;
0.351713;1.43865;1.42873;2.15792;-0.00991273;
0.351723;1.438;1.42804;2.15366;-0.00996184;
0.351733;1.43756;1.42755;2.15065;-0.0100116;
0.351743;1.43732;1.42726;2.14889;-0.0100618;
0.351753;1.43728;1.42717;2.14839;-0.0101122;
0.351763;1.43744;1.42728;2.14916;-0.0101627;
0.351773;1.4378;1.42759;2.1512;-0.010213;
0.351783;1.43837;1.4281;2.15448;-0.0102629;
0.351793;1.43913;1.42882;2.15901;-0.0103123;
0.351803;1.44008;1.42972;2.16475;-0.010361;
0.351813;1.44123;1.43082;2.1717;-0.0104088;
0.351823;1.44256;1.43211;2.17983;-0.0104554;
0.351833;1.44408;1.43358;2.18909;-0.0105007;
0.351843;1.44577;1.43522;2.19946;-0.0105445;
0.351853;1.44763;1.43704;2.21089;-0.0105867;
0.351863;1.44965;1.43902;2.22334;-0.0106271;
0.351873;1.45182;1.44115;2.23676;-0.0106654;
0.351883;1.45414;1.44344;2.2511;-0.0107017;
0.351893;1.45659;1.44586;2.2663;-0.0107356;
0.351903;1.45917;1.4484;2.2823;-0.0107672;
0.351913;1.46187;1.45107;2.29903;-0.0107962;
0.351923;1.46467;1.45385;2.31644;-0.0108225;
0.351933;1.46756;1.45672;2.33445;-0.0108461;
0.351943;1.47054;1.45967;2.35299;-0.0108668;
0.351953;1.47359;1.4627;2.37199;-0.0108845;
0.351963;1.47669;1.46579;2.39137;-0.0108993;
0.351973;1.47985;1.46893;2.41106;-0.010911;
0.351983;1.48303;1.47211;2.43098;-0.0109195;
0.351993;1.48624;1.47531;2.45104;-0.0109249;
0.352003;1.48945;1.47852;2.47117;-0.0109271;
0.352013;1.49266;1.48173;2.49129;-0.0109261;
0.352023;1.49585;1.48493;2.51132;-0.0109218;
0.352033;1.49901;1.4881;2.53117;-0.0109145;
0.352043;1.50213;1.49123;2.55078;-0.0109039;
0.352053;1.50519;1.4943;2.57006;-0.0108903;
0.352063;1.50819;1.49731;2.58893;-0.0108736;
0.352073;1.5111;1.50025;2.60732;-0.0108539;
0.352083;1.51392;1.50309;2.62516;-0.0108313;
0.352093;1.51664;1.50583;2.64237;-0.010806;
0.352103;1.51924;1.50847;2.6589;-0.0107779;
0.352113;1.52172;1.51098;2.67466;-0.0107472;
0.352123;1.52407;1.51336;2.68961;-0.0107141;
0.352133;1.52628;1.5156;2.70368;-0.0106787;
0.352143;1.52833;1.51769;2.71681;-0.0106412;
0.352153;1.53022;1.51962;2.72897;-0.0106016;
0.352163;1.53195;1.52139;2.74009;-0.0105602;
0.352173;1.53351;1.52299;2.75014;-0.0105172;
0.352183;1.53489;1.52442;2.75908;-0.0104727;
0.352193;1.53608;1.52566;2.76688;-0.0104269;
0.352203;1.53709;1.52671;2.77351;-0.0103799;
0.352213;1.53791;1.52758;2.77894;-0.0103321;
0.352223;1.53854;1.52826;2.78315;-0.0102834;
0.352233;1.53897;1.52874;2.78613;-0.0102342;
0.352243;1.53921;1.52902;2.78787;-0.0101845;
0.352253;1.53925;1.52911;2.78836;-0.0101347;
0.352263;1.53909;1.52901;2.7876;-0.0100848;
0.352273;1.53874;1.5287;2.78559;-0.010035;
0.352283;1.53819;1.5282;2.78234;-0.00998555;
0.352293;1.53744;1.5275;2.77786;-0.00993658;
0.352303;1.53651;1.52662;2.77217;-0.00988829;
0.352313;1.53538;1.52554;2.76529;-0.00984086;
0.352323;1.53408;1.52428;2.75724;-0.00979447;
0.352333;1.53259;1.52284;2.74806;-0.0097493;
0.352343;1.53093;1.52122;2.73777;-0.00970554;
0.352353;1.5291;1.51944;2.72642;-0.00966335;
0.352363;1.52711;1.51748;2.71405;-0.00962293;
0.352373;1.52496;1.51538;2.7007;-0.00958443;
0.352383;1.52267;1.51312;2.68644;-0.00954802;
0.352393;1.52024;1.51073;2.67131;-0.00951386;
0.352403;1.51769;1.5082;2.65537;-0.00948209;
0.352413;1.51501;1.50556;2.6387;-0.00945284;
0.352423;1.51223;1.5028;2.62134;-0.00942625;
0.352433;1.50935;1.49995;2.60337;-0.00940242;
0.352443;1.50639;1.49701;2.58487;-0.00938145;
0.352453;1.50335;1.49399;2.5659;-0.00936343;
0.352463;1.50025;1.49091;2.54655;-0.00934844;
0.352473;1.49711;1.48777;2.52688;-0.00933653;
0.352483;1.49393;1.4846;2.50698;-0.00932776;
0.352493;1.49073;1.4814;2.48692;-0.00932216;
0.352503;1.48751;1.47819;2.46679;-0.00931974;
0.352513;1.4843;1.47498;2.44667;-0.00932053;
0.352523;1.4811;1.47178;2.42663;-0.0093245;
0.352533;1.47794;1.46861;2.40676;-0.00933165;
0.352543;1.47481;1.46547;2.38713;-0.00934194;
0.352553;1.47174;1.46238;2.36782;-0.00935534;
0.352563;1.46873;1.45936;2.34892;-0.00937178;
0.352573;1.4658;1.45641;2.33049;-0.00939119;
0.352583;1.46297;1.45355;2.3126;-0.00941351;
0.352593;1.46023;1.45079;2.29533;-0.00943863;
0.352603;1.4576;1.44813;2.27875;-0.00946646;
0.352613;1.4551;1.4456;2.26292;-0.00949689;
0.352623;1.45272;1.44319;2.2479;-0.00952978;
0.352633;1.45049;1.44093;2.23376;-0.00956502;
0.352643;1.44841;1.43881;2.22054;-0.00960246;
0.352653;1.44649;1.43684;2.20831;-0.00964195;
0.352663;1.44473;1.43504;2.19711;-0.00968333;
0.352673;1.44314;1.43342;2.18698;-0.00972645;
0.352683;1.44174;1.43197;2.17796;-0.00977112;
0.352693;1.44052;1.4307;2.17009;-0.00981718;
0.352703;1.43948;1.42962;2.1634;-0.00986445;
0.352713;1.43864;1.42873;2.15791;-0.00991273;
0.352723;1.438;1.42804;2.15366;-0.00996184;
0.352733;1.43756;1.42755;2.15064;-0.0100116;
0.352743;1.43732;1.42726;2.14888;-0.0100618;
0.352753;1.43728;1.42717;2.14839;-0.0101122;
0.352763;1.43744;1.42728;2.14916;-0.0101627;
0.352773;1.4378;1.42759;2.15119;-0.010213;
0.352783;1.43837;1.4281;2.15448;-0.0102629;
0.352793;1.43913;1.42882;2.159;-0.0103123;
0.352803;1.44008;1.42972;2.16475;-0.010361;
0.352813;1.44123;1.43082;2.1717;-0.0104088;
0.352823;1.44256;1.43211;2.17982;-0.0104554;
0.352833;1.44408;1.43358;2.18908;-0.0105007;
0.352843;1.44577;1.43522;2.19945;-0.0105445;
0.352853;1.44763;1.43704;2.21088;-0.0105867;
0.352863;1.44965;1.43902;2.22333;-0.0106271;
0.352873;1.45182;1.44115;2.23676;-0.0106654;
0.352883;1.45414;1.44344;2.25109;-0.0107017;
0.352893;1.45659;1.44586;2.26629;-0.0107356;
0.352903;1.45917;1.4484;2.28229;-0.0107672;
0.352913;1.46187;1.45107;2.29903;-0.0107962;
0.352923;1.46467;1.45384;2.31644;-0.0108225;
0.352933;1.46756;1.45672;2.33445;-0.0108461;
0.352943;1.47054;1.45967;2.35299;-0.0108668;
0.352953;1.47359;1.4627;2.37199;-0.0108845;
0.352963;1.47669;1.46579;2.39137;-0.0108993;
0.352973;1.47984;1.46893;2.41106;-0.010911;
0.352983;1.48303;1.47211;2.43097;-0.0109195;
0.352993;1.48624;1.47531;2.45103;-0.0109249;
0.353003;1.48945;1.47852;2.47116;-0.0109271;
0.353013;1.49266;1.48173;2.49128;-0.010926;
0.353023;1.49585;1.48493;2.51131;-0.0109218;
0.353033;1.49901;1.4881;2.53117;-0.0109145;
0.353043;1.50213;1.49123;2.55077;-0.0109039;
0.353053;1.50519;1.4943;2.57005;-0.0108903;
0.353063;1.50818;1.49731;2.58892;-0.0108736;
0.353073;1.5111;1.50024;2.60732;-0.0108539;
0.353083;1.51392;1.50309;2.62515;-0.0108313;
0.353093;1.51664;1.50583;2.64237;-0.010806;
0.353103;1.51924;1.50847;2.65889;-0.0107779;
0.353113;1.52172;1.51098;2.67466;-0.0107472;
0.353123;1.52407;1.51336;2.6896;-0.0107141;
0.353133;1.52628;1.5156;2.70367;-0.0106787;
0.353143;1.52833;1.51769;2.71681;-0.0106412;
0.353153;1.53022;1.51962;2.72896;-0.0106016;
0.353163;1.53195;1.52139;2.74008;-0.0105602;
0.353173;1.53351;1.52299;2.75014;-0.0105172;
0.353183;1.53489;1.52441;2.75908;-0.0104727;
0.353193;1.53608;1.52566;2.76688;-0.0104269;
0.353203;1.53709;1.52671;2.7735;-0.0103799;
0.353213;1.53791;1.52758;2.77893;-0.0103321;
0.353223;1.53854;1.52826;2.78314;-0.0102834;
0.353233;1.53897;1.52874;2.78613;-0.0102342;
0.353243;1.53921;1.52902;2.78786;-0.0101845;
0.353253;1.53925;1.52911;2.78835;-0.0101347;
0.353263;1.53909;1.529;2.78759;-0.0100848;
0.353273;1.53873;1.5287;2.78559;-0.010035;
0.353283;1.53818;1.5282;2.78234;-0.00998555;
0.353293;1.53744;1.5275;2.77786;-0.00993658;
0.353303;1.53651;1.52662;2.77217;-0.00988829;
0.353313;1.53538;1.52554;2.76528;-0.00984086;
0.353323;1.53408;1.52428;2.75724;-0.00979447;
0.353333;1.53259;1.52284;2.74805;-0.0097493;
0.353343;1.53093;1.52122;2.73776;-0.00970554;
0.353353;1.5291;1.51943;2.72641;-0.00966335;
0.353363;1.52711;1.51748;2.71404;-0.00962293;
0.353373;1.52496;1.51538;2.7007;-0.00958443;
0.353383;1.52267;1.51312;2.68643;-0.00954802;
0.353393;1.52024;1.51073;2.67131;-0.00951386;
0.353403;1.51768;1.5082;2.65537;-0.00948209;
0.353413;1.51501;1.50556;2.63869;-0.00945284;
0.353423;1.51223;1.5028;2.62133;-0.00942625;
0.353433;1.50935;1.49995;2.60337;-0.00940242;
0.353443;1.50639;1.49701;2.58486;-0.00938145;
0.353453;1.50335;1.49399;2.5659;-0.00936343;
0.353463;1.50025;1.49091;2.54654;-0.00934844;
0.353473;1.49711;1.48777;2.52687;-0.00933653;
0.353483;1.49393;1.4846;2.50697;-0.00932776;
0.353493;1.49072;1.4814;2.48692;-0.00932216;
0.353503;1.48751;1.47819;2.46679;-0.00931974;
0.353513;1.4843;1.47498;2.44666;-0.00932053;
0.353523;1.4811;1.47178;2.42662;-0.0093245;
0.353533;1.47794;1.46861;2.40675;-0.00933165;
0.353543;1.47481;1.46547;2.38712;-0.00934194;
0.353553;1.47174;1.46238;2.36782;-0.00935534;
0.353563;1.46873;1.45936;2.34891;-0.00937178;
0.353573;1.4658;1.45641;2.33048;-0.00939119;
0.353583;1.46296;1.45355;2.31259;-0.00941351;
0.353593;1.46023;1.45079;2.29533;-0.00943863;
0.353603;1.4576;1.44813;2.27874;-0.00946646;
0.353613;1.45509;1.4456;2.26291;-0.00949688;
0.353623;1.45272;1.44319;2.2479;-0.00952978;
0.353633;1.45049;1.44092;2.23375;-0.00956502;
0.353643;1.44841;1.43881;2.22054;-0.00960246;
0.353653;1.44648;1.43684;2.20831;-0.00964195;
0.353663;1.44473;1.43504;2.1971;-0.00968333;
0.353673;1.44314;1.43342;2.18697;-0.00972645;
0.353683;1.44174;1.43197;2.17795;-0.00977112;
0.353693;1.44051;1.4307;2.17008;-0.00981718;
0.353703;1.43948;1.42962;2.16339;-0.00986445;
0.353713;1.43864;1.42873;2.15791;-0.00991273;
0.353723;1.438;1.42804;2.15365;-0.00996184;
0.353733;1.43756;1.42755;2.15064;-0.0100116;
0.353743;1.43732;1.42726;2.14888;-0.0100618;
0.353753;1.43728;1.42716;2.14838;-0.0101122;
0.353763;1.43744;1.42728;2.14915;-0.0101627;
0.353773;1.4378;1.42759;2.15119;-0.010213;
0.353783;1.43837;1.4281;2.15447;-0.0102629;
0.353793;1.43913;1.42881;2.159;-0.0103123;
0.353803;1.44008;1.42972;2.16474;-0.010361;
0.353813;1.44123;1.43082;2.17169;-0.0104088;
0.353823;1.44256;1.43211;2.17982;-0.0104554;
0.353833;1.44408;1.43358;2.18908;-0.0105007;
0.353843;1.44577;1.43522;2.19945;-0.0105445;
0.353853;1.44763;1.43704;2.21088;-0.0105867;
0.353863;1.44965;1.43902;2.22333;-0.0106271;
0.353873;1.45182;1.44115;2.23675;-0.0106654;
0.353883;1.45414;1.44344;2.25109;-0.0107017;
0.353893;1.45659;1.44585;2.26629;-0.0107356;
0.353903;1.45917;1.4484;2.28229;-0.0107672;
0.353913;1.46187;1.45107;2.29902;-0.0107962;
0.353923;1.46467;1.45384;2.31643;-0.0108225;
0.353933;1.46756;1.45671;2.33444;-0.0108461;
0.353943;1.47054;1.45967;2.35298;-0.0108668;
0.353953;1.47359;1.4627;2.37198;-0.0108845;
0.353963;1.47669;1.46579;2.39136;-0.0108993;
0.353973;1.47984;1.46893;2.41105;-0.010911;
0.353983;1.48303;1.47211;2.43096;-0.0109195;
0.353993;1.48624;1.47531;2.45103;-0.0109249;
0.354003;1.48945;1.47852;2.47116;-0.0109271;
0.354013;1.49266;1.48173;2.49128;-0.010926;
0.354023;1.49585;1.48493;2.51131;-0.0109218;
0.354033;1.49901;1.4881;2.53116;-0.0109145;
0.354043;1.50213;1.49123;2.55077;-0.0109039;
0.354053;1.50519;1.4943;2.57005;-0.0108903;
0.354063;1.50818;1.49731;2.58892;-0.0108736;
0.354073;1.5111;1.50024;2.60731;-0.0108539;
0.354083;1.51392;1.50309;2.62515;-0.0108313;
0.354093;1.51664;1.50583;2.64236;-0.010806;
0.354103;1.51924;1.50846;2.65889;-0.0107779;
0.354113;1.52172;1.51098;2.67465;-0.0107472;
0.354123;1.52407;1.51336;2.6896;-0.0107141;
0.354133;1.52627;1.5156;2.70367;-0.0106787;
0.354143;1.52833;1.51769;2.7168;-0.0106412;
0.354153;1.53022;1.51962;2.72896;-0.0106016;
0.354163;1.53195;1.52139;2.74008;-0.0105602;
0.354173;1.53351;1.52299;2.75013;-0.0105172;
0.354183;1.53489;1.52441;2.75907;-0.0104727;
0.354193;1.53608;1.52566;2.76687;-0.0104269;
0.354203;1.53709;1.52671;2.7735;-0.0103799;
0.354213;1.53791;1.52758;2.77893;-0.0103321;
0.354223;1.53854;1.52826;2.78314;-0.0102834;
0.354233;1.53897;1.52874;2.78612;-0.0102342;
0.354243;1.53921;1.52902;2.78786;-0.0101845;
0.354253;1.53925;1.52911;2.78835;-0.0101347;
0.354263;1.53909;1.529;2.78759;-0.0100848;
0.354273;1.53873;1.5287;2.78558;-0.010035;
0.354283;1.53818;1.5282;2.78233;-0.00998555;
0.354293;1.53744;1.5275;2.77785;-0.00993658;
0.354303;1.5365;1.52662;2.77216;-0.00988829;
0.354313;1.53538;1.52554;2.76528;-0.00984086;
0.354323;1.53407;1.52428;2.75723;-0.00979447;
0.354333;1.53259;1.52284;2.74805;-0.0097493;
0.354343;1.53093;1.52122;2.73776;-0.00970553;
0.354353;1.5291;1.51943;2.72641;-0.00966335;
0.354363;1.52711;1.51748;2.71404;-0.00962293;
0.354373;1.52496;1.51538;2.70069;-0.00958443;
0.354383;1.52267;1.51312;2.68643;-0.00954802;
0.354393;1.52024;1.51073;2.6713;-0.00951386;
0.354403;1.51768;1.5082;2.65536;-0.00948209;
0.354413;1.51501;1.50556;2.63869;-0.00945284;
0.354423;1.51223;1.5028;2.62133;-0.00942625;
0.354433;1.50935;1.49995;2.60336;-0.00940242;
0.354443;1.50639;1.497;2.58486;-0.00938145;
0.354453;1.50335;1.49399;2.56589;-0.00936343;
0.354463;1.50025;1.4909;2.54654;-0.00934844;
0.354473;1.49711;1.48777;2.52687;-0.00933653;
0.354483;1.49393;1.4846;2.50697;-0.00932776;
0.354493;1.49072;1.4814;2.48691;-0.00932216;
0.354503;1.48751;1.47819;2.46678;-0.00931974;
0.354513;1.4843;1.47498;2.44666;-0.00932053;
0.354523;1.4811;1.47178;2.42662;-0.0093245;
0.354533;1.47794;1.4686;2.40675;-0.00933165;
0.354543;1.47481;1.46547;2.38712;-0.00934194;
0.354553;1.47174;1.46238;2.36781;-0.00935534;
0.354563;1.46873;1.45936;2.34891;-0.00937178;
0.354573;1.4658;1.45641;2.33048;-0.00939119;
0.354583;1.46296;1.45355;2.31259;-0.00941351;
0.354593;1.46023;1.45079;2.29532;-0.00943863;
0.354603;1.4576;1.44813;2.27874;-0.00946646;
0.354613;1.45509;1.4456;2.26291;-0.00949688;
0.354623;1.45272;1.44319;2.24789;-0.00952978;
0.354633;1.45049;1.44092;2.23375;-0.00956502;
0.354643;1.44841;1.4388;2.22053;-0.00960246;
0.354653;1.44648;1.43684;2.2083;-0.00964195;
0.354663;1.44473;1.43504;2.1971;-0.00968333;
0.354673;1.44314;1.43341;2.18696;-0.00972645;
0.354683;1.44174;1.43196;2.17795;-0.00977112;
0.354693;1.44051;1.4307;2.17008;-0.00981718;
0.354703;1.43948;1.42962;2.16339;-0.00986445;
0.354713;1.43864;1.42873;2.1579;-0.00991273;
0.354723;1.438;1.42804;2.15365;-0.00996184;
0.354733;1.43756;1.42755;2.15063;-0.0100116;
0.354743;1.43732;1.42725;2.14887;-0.0100618;
0.354753;1.43728;1.42716;2.14838;-0.0101122;
0.354763;1.43744;1.42728;2.14915;-0.0101627;
0.354773;1.4378;1.42759;2.15118;-0.010213;
0.354783;1.43836;1.4281;2.15447;-0.0102629;
0.354793;1.43913;1.42881;2.15899;-0.0103123;
0.354803;1.44008;1.42972;2.16474;-0.010361;
0.354813;1.44123;1.43082;2.17169;-0.0104088;
0.354823;1.44256;1.43211;2.17981;-0.0104554;
0.354833;1.44408;1.43358;2.18907;-0.0105007;
0.354843;1.44577;1.43522;2.19944;-0.0105445;
0.354853;1.44762;1.43704;2.21087;-0.0105867;
0.354863;1.44964;1.43902;2.22332;-0.0106271;
0.354873;1.45182;1.44115;2.23675;-0.0106654;
0.354883;1.45414;1.44343;2.25108;-0.0107017;
0.354893;1.45659;1.44585;2.26628;-0.0107356;
0.354903;1.45917;1.4484;2.28228;-0.0107672;
0.354913;1.46186;1.45107;2.29902;-0.0107962;
0.354923;1.46467;1.45384;2.31643;-0.0108225;
0.354933;1.46756;1.45671;2.33444;-0.0108461;
0.354943;1.47054;1.45967;2.35298;-0.0108668;
0.354953;1.47358;1.4627;2.37198;-0.0108845;
0.354963;1.47669;1.46579;2.39136;-0.0108993;
0.354973;1.47984;1.46893;2.41105;-0.010911;
0.354983;1.48303;1.47211;2.43096;-0.0109195;
0.354993;1.48623;1.47531;2.45102;-0.0109249;
0.355003;1.48945;1.47852;2.47115;-0.0109271;
0.355013;1.49266;1.48173;2.49127;-0.010926;
0.355023;1.49585;1.48493;2.5113;-0.0109218;
0.355033;1.49901;1.4881;2.53116;-0.0109145;
0.355043;1.50213;1.49122;2.55076;-0.0109039;
0.355053;1.50519;1.4943;2.57004;-0.0108903;
0.355063;1.50818;1.49731;2.58891;-0.0108736;
0.355073;1.5111;1.50024;2.60731;-0.0108539;
0.355083;1.51392;1.50309;2.62514;-0.0108313;
0.355093;1.51664;1.50583;2.64236;-0.010806;
0.355103;1.51924;1.50846;2.65888;-0.0107779;
0.355113;1.52172;1.51098;2.67465;-0.0107472;
0.355123;1.52407;1.51336;2.68959;-0.0107141;
0.355133;1.52627;1.5156;2.70366;-0.0106787;
0.355143;1.52833;1.51769;2.7168;-0.0106412;
0.355153;1.53022;1.51962;2.72895;-0.0106016;
0.355163;1.53195;1.52139;2.74007;-0.0105602;
0.355173;1.53351;1.52299;2.75013;-0.0105172;
0.355183;1.53489;1.52441;2.75907;-0.0104727;
0.355193;1.53608;1.52566;2.76687;-0.0104269;
0.355203;1.53709;1.52671;2.77349;-0.0103799;
0.355213;1.53791;1.52758;2.77892;-0.0103321;
0.355223;1.53854;1.52826;2.78313;-0.0102834;
0.355233;1.53897;1.52874;2.78612;-0.0102342;
0.355243;1.53921;1.52902;2.78785;-0.0101845;
0.355253;1.53925;1.52911;2.78834;-0.0101347;
0.355263;1.53909;1.529;2.78758;-0.0100848;
0.355273;1.53873;1.5287;2.78557;-0.010035;
0.355283;1.53818;1.5282;2.78233;-0.00998555;
0.355293;1.53744;1.5275;2.77785;-0.00993658;
0.355303;1.5365;1.52662;2.77216;-0.00988829;
0.355313;1.53538;1.52554;2.76527;-0.00984086;
0.355323;1.53407;1.52428;2.75723;-0.00979447;
0.355333;1.53259;1.52284;2.74804;-0.0097493;
0.355343;1.53093;1.52122;2.73775;-0.00970553;
0.355353;1.5291;1.51943;2.7264;-0.00966335;
0.355363;1.52711;1.51748;2.71403;-0.00962293;
0.355373;1.52496;1.51538;2.70069;-0.00958443;
0.355383;1.52267;1.51312;2.68642;-0.00954802;
0.355393;1.52024;1.51073;2.6713;-0.00951386;
0.355403;1.51768;1.5082;2.65536;-0.00948209;
0.355413;1.51501;1.50556;2.63868;-0.00945284;
0.355423;1.51223;1.5028;2.62132;-0.00942625;
0.355433;1.50935;1.49995;2.60336;-0.00940242;
0.355443;1.50639;1.497;2.58485;-0.00938145;
0.355453;1.50335;1.49399;2.56589;-0.00936343;
0.355463;1.50025;1.4909;2.54653;-0.00934844;
0.355473;1.49711;1.48777;2.52686;-0.00933653;
0.355483;1.49393;1.4846;2.50696;-0.00932776;
0.355493;1.49072;1.4814;2.48691;-0.00932216;
0.355503;1.48751;1.47819;2.46678;-0.00931974;
0.355513;1.4843;1.47498;2.44665;-0.00932052;
0.355523;1.4811;1.47178;2.42661;-0.0093245;
0.355533;1.47794;1.4686;2.40674;-0.00933165;
0.355543;1.47481;1.46547;2.38711;-0.00934194;
0.355553;1.47174;1.46238;2.36781;-0.00935534;
0.355563;1.46873;1.45936;2.3489;-0.00937178;
0.355573;1.4658;1.45641;2.33047;-0.00939119;
0.355583;1.46296;1.45355;2.31258;-0.00941351;
0.355593;1.46022;1.45079;2.29532;-0.00943863;
0.355603;1.4576;1.44813;2.27873;-0.00946646;
0.355613;1.45509;1.4456;2.2629;-0.00949688;
0.355623;1.45272;1.44319;2.24789;-0.00952978;
0.355633;1.45049;1.44092;2.23374;-0.00956502;
0.355643;1.44841;1.4388;2.22053;-0.00960246;
