time;V(/OUT_N);V(/OUT_P);V(/OUT_SINGLE);V(/SE_IN+);
9.92176;2.03802;2.03806;7.13447;7.43879;
9.92177;2.03821;2.03821;7.13459;7.43898;
9.92178;2.03864;2.03858;7.1361;7.43941;
9.92179;2.03928;2.03917;7.13901;7.44005;
9.9218;2.04014;2.03998;7.14331;7.44091;
9.92181;2.04122;2.04101;7.14897;7.44199;
9.92182;2.04251;2.04225;7.15598;7.44329;
9.92183;2.04401;2.0437;7.1643;7.44478;
9.92184;2.04571;2.04535;7.1739;7.44648;
9.92185;2.0476;2.04719;7.18476;7.44838;
9.92186;2.04968;2.04923;7.19681;7.45046;
9.92187;2.05194;2.05144;7.21002;7.45272;
9.92188;2.05437;2.05383;7.22434;7.45514;
9.92189;2.05696;2.05638;7.2397;7.45773;
9.9219;2.05969;2.05908;7.25604;7.46047;
9.92191;2.06257;2.06192;7.27331;7.46335;
9.92192;2.06558;2.0649;7.29144;7.46635;
9.92193;2.0687;2.06799;7.31034;7.46947;
9.92194;2.07192;2.07118;7.32996;7.4727;
9.92195;2.07524;2.07448;7.3502;7.47601;
9.92196;2.07863;2.07785;7.37099;7.47941;
9.92197;2.08208;2.08129;7.39226;7.48286;
9.92198;2.08559;2.08478;7.4139;7.48637;
9.92199;2.08914;2.08832;7.43585;7.48992;
9.922;2.0927;2.09188;7.45801;7.49348;
9.92201;2.09628;2.09545;7.48029;7.49706;
9.92202;2.09985;2.09902;7.50261;7.50063;
9.92203;2.1034;2.10257;7.52488;7.50418;
9.92204;2.10692;2.10609;7.54701;7.5077;
9.92205;2.11039;2.10957;7.56891;7.51117;
9.92206;2.1138;2.113;7.5905;7.51458;
9.92207;2.11714;2.11635;7.61169;7.51792;
9.92208;2.12038;2.11961;7.6324;7.52116;
9.92209;2.12353;2.12278;7.65255;7.52431;
9.9221;2.12657;2.12584;7.67205;7.52734;
9.92211;2.12948;2.12878;7.69083;7.53025;
9.92212;2.13225;2.13158;7.70882;7.53302;
9.92213;2.13487;2.13424;7.72595;7.53565;
9.92214;2.13734;2.13674;7.74214;7.53812;
9.92215;2.13964;2.13908;7.75733;7.54042;
9.92216;2.14177;2.14124;7.77147;7.54254;
9.92217;2.14371;2.14322;7.78449;7.54448;
9.92218;2.14545;2.14501;7.79636;7.54623;
9.92219;2.147;2.1466;7.80701;7.54777;
9.9222;2.14834;2.14799;7.8164;7.54911;
9.92221;2.14947;2.14917;7.82451;7.55024;
9.92222;2.15039;2.15014;7.8313;7.55116;
9.92223;2.15108;2.15088;7.83674;7.55186;
9.92224;2.15156;2.15141;7.84081;7.55233;
9.92225;2.15181;2.15171;7.84349;7.55258;
9.92226;2.15184;2.15179;7.84478;7.55261;
9.92227;2.15164;2.15165;7.84466;7.55241;
9.92228;2.15122;2.15128;7.84315;7.55199;
9.92229;2.15057;2.15069;7.84024;7.55134;
9.9223;2.14971;2.14988;7.83594;7.55048;
9.92231;2.14863;2.14885;7.83028;7.5494;
9.92232;2.14734;2.14761;7.82328;7.54811;
9.92233;2.14584;2.14616;7.81495;7.54661;
9.92234;2.14414;2.14451;7.80535;7.54491;
9.92235;2.14225;2.14266;7.7945;7.54301;
9.92236;2.14017;2.14062;7.78244;7.54093;
9.92237;2.13791;2.13841;7.76923;7.53867;
9.92238;2.13548;2.13602;7.75492;7.53625;
9.92239;2.13289;2.13347;7.73955;7.53366;
9.9224;2.13015;2.13077;7.72321;7.53092;
9.92241;2.12728;2.12793;7.70594;7.52804;
9.92242;2.12427;2.12495;7.68781;7.52504;
9.92243;2.12115;2.12186;7.66891;7.52191;
9.92244;2.11793;2.11866;7.64929;7.51869;
9.92245;2.11461;2.11537;7.62905;7.51537;
9.92246;2.11122;2.112;7.60826;7.51198;
9.92247;2.10776;2.10856;7.58699;7.50852;
9.92248;2.10425;2.10506;7.56535;7.50501;
9.92249;2.10071;2.10153;7.5434;7.50147;
9.9225;2.09714;2.09797;7.52124;7.4979;
9.92251;2.09356;2.0944;7.49896;7.49433;
9.92252;2.08999;2.09083;7.47664;7.49076;
9.92253;2.08644;2.08727;7.45437;7.4872;
9.92254;2.08292;2.08375;7.43224;7.48369;
9.92255;2.07945;2.08027;7.41034;7.48022;
9.92256;2.07604;2.07685;7.38875;7.47681;
9.92257;2.07271;2.0735;7.36756;7.47347;
9.92258;2.06946;2.07023;7.34685;7.47023;
9.92259;2.06631;2.06707;7.3267;7.46708;
9.9226;2.06328;2.06401;7.3072;7.46405;
9.92261;2.06037;2.06107;7.28842;7.46114;
9.92262;2.0576;2.05827;7.27043;7.45837;
9.92263;2.05497;2.05561;7.2533;7.45574;
9.92264;2.05251;2.05311;7.23711;7.45327;
9.92265;2.05021;2.05077;7.22192;7.45097;
9.92266;2.04808;2.04861;7.20778;7.44885;
9.92267;2.04615;2.04663;7.19476;7.44691;
9.92268;2.0444;2.04484;7.1829;7.44517;
9.92269;2.04285;2.04325;7.17225;7.44362;
9.9227;2.04151;2.04186;7.16285;7.44228;
9.92271;2.04038;2.04068;7.15474;7.44115;
9.92272;2.03947;2.03972;7.14795;7.44024;
9.92273;2.03877;2.03897;7.14251;7.43954;
9.92274;2.03829;2.03844;7.13844;7.43907;
9.92275;2.03804;2.03814;7.13576;7.43882;
9.92276;2.03802;2.03806;7.13447;7.43879;
9.92277;2.03821;2.0382;7.13459;7.43899;
9.92278;2.03863;2.03857;7.1361;7.43941;
9.92279;2.03928;2.03916;7.13901;7.44005;
9.9228;2.04014;2.03998;7.14331;7.44092;
9.92281;2.04122;2.041;7.14897;7.442;
9.92282;2.04251;2.04225;7.15598;7.44329;
9.92283;2.04401;2.04369;7.1643;7.44479;
9.92284;2.04571;2.04534;7.1739;7.44649;
9.92285;2.0476;2.04719;7.18476;7.44838;
9.92286;2.04968;2.04923;7.19681;7.45046;
9.92287;2.05194;2.05144;7.21002;7.45272;
9.92288;2.05437;2.05383;7.22434;7.45515;
9.92289;2.05695;2.05638;7.2397;7.45774;
9.9229;2.05969;2.05908;7.25604;7.46047;
9.92291;2.06257;2.06192;7.27331;7.46335;
9.92292;2.06557;2.06489;7.29144;7.46636;
9.92293;2.06869;2.06799;7.31034;7.46948;
9.92294;2.07192;2.07118;7.32996;7.4727;
9.92295;2.07523;2.07448;7.3502;7.47602;
9.92296;2.07863;2.07785;7.37099;7.47941;
9.92297;2.08208;2.08129;7.39226;7.48287;
9.92298;2.08559;2.08478;7.4139;7.48637;
9.92299;2.08914;2.08831;7.43585;7.48992;
9.923;2.0927;2.09187;7.45801;7.49349;
9.92301;2.09628;2.09545;7.48029;7.49706;
9.92302;2.09985;2.09902;7.50261;7.50063;
9.92303;2.1034;2.10257;7.52488;7.50419;
9.92304;2.10692;2.10609;7.54701;7.5077;
9.92305;2.11039;2.10957;7.56891;7.51117;
9.92306;2.1138;2.11299;7.5905;7.51458;
9.92307;2.11714;2.11634;7.61169;7.51792;
9.92308;2.12038;2.11961;7.6324;7.52117;
9.92309;2.12353;2.12278;7.65255;7.52431;
9.9231;2.12656;2.12584;7.67205;7.52735;
9.92311;2.12947;2.12877;7.69083;7.53026;
9.92312;2.13225;2.13158;7.70882;7.53303;
9.92313;2.13487;2.13423;7.72595;7.53565;
9.92314;2.13734;2.13674;7.74214;7.53812;
9.92315;2.13964;2.13908;7.75733;7.54042;
9.92316;2.14176;2.14124;7.77147;7.54254;
9.92317;2.1437;2.14322;7.78449;7.54448;
9.92318;2.14545;2.14501;7.79636;7.54623;
9.92319;2.147;2.1466;7.80701;7.54778;
9.9232;2.14834;2.14799;7.8164;7.54912;
9.92321;2.14947;2.14917;7.82451;7.55025;
9.92322;2.15039;2.15014;7.8313;7.55116;
9.92323;2.15108;2.15088;7.83674;7.55186;
9.92324;2.15156;2.15141;7.84081;7.55233;
9.92325;2.15181;2.15171;7.84349;7.55258;
9.92326;2.15184;2.15179;7.84478;7.55261;
9.92327;2.15164;2.15165;7.84466;7.55241;
9.92328;2.15122;2.15128;7.84315;7.55199;
9.92329;2.15057;2.15069;7.84024;7.55135;
9.9233;2.14971;2.14987;7.83594;7.55048;
9.92331;2.14863;2.14885;7.83028;7.5494;
9.92332;2.14734;2.1476;7.82328;7.54811;
9.92333;2.14584;2.14616;7.81495;7.54661;
9.92334;2.14414;2.1445;7.80535;7.54491;
9.92335;2.14225;2.14266;7.7945;7.54302;
9.92336;2.14017;2.14062;7.78244;7.54094;
9.92337;2.13791;2.13841;7.76923;7.53868;
9.92338;2.13548;2.13602;7.75492;7.53625;
9.92339;2.13289;2.13347;7.73955;7.53366;
9.9234;2.13015;2.13077;7.72321;7.53092;
9.92341;2.12728;2.12792;7.70594;7.52804;
9.92342;2.12427;2.12495;7.68781;7.52504;
9.92343;2.12115;2.12186;7.66891;7.52192;
9.92344;2.11792;2.11866;7.64929;7.51869;
9.92345;2.11461;2.11537;7.62905;7.51538;
9.92346;2.11122;2.112;7.60826;7.51198;
9.92347;2.10776;2.10856;7.58699;7.50853;
9.92348;2.10425;2.10506;7.56535;7.50502;
9.92349;2.10071;2.10153;7.5434;7.50147;
9.9235;2.09714;2.09797;7.52124;7.49791;
9.92351;2.09356;2.0944;7.49896;7.49433;
9.92352;2.08999;2.09083;7.47664;7.49076;
9.92353;2.08644;2.08727;7.45437;7.48721;
9.92354;2.08292;2.08375;7.43224;7.48369;
9.92355;2.07945;2.08027;7.41034;7.48022;
9.92356;2.07604;2.07685;7.38875;7.47681;
9.92357;2.07271;2.0735;7.36756;7.47348;
9.92358;2.06946;2.07023;7.34685;7.47023;
9.92359;2.06631;2.06706;7.3267;7.46708;
9.9236;2.06328;2.06401;7.3072;7.46405;
9.92361;2.06037;2.06107;7.28842;7.46114;
9.92362;2.0576;2.05827;7.27043;7.45837;
9.92363;2.05497;2.05561;7.2533;7.45574;
9.92364;2.05251;2.05311;7.23711;7.45328;
9.92365;2.05021;2.05077;7.22192;7.45098;
9.92366;2.04808;2.04861;7.20778;7.44885;
9.92367;2.04614;2.04663;7.19476;7.44692;
9.92368;2.0444;2.04484;7.1829;7.44517;
9.92369;2.04285;2.04325;7.17225;7.44362;
9.9237;2.04151;2.04186;7.16285;7.44228;
9.92371;2.04038;2.04068;7.15474;7.44115;
9.92372;2.03946;2.03971;7.14795;7.44024;
9.92373;2.03877;2.03897;7.14251;7.43954;
9.92374;2.03829;2.03844;7.13844;7.43907;
9.92375;2.03804;2.03814;7.13576;7.43882;
9.92376;2.03801;2.03806;7.13447;7.43879;
9.92377;2.03821;2.0382;7.13459;7.43899;
9.92378;2.03863;2.03857;7.1361;7.43941;
9.92379;2.03928;2.03916;7.13901;7.44006;
9.9238;2.04014;2.03997;7.14331;7.44092;
9.92381;2.04122;2.041;7.14897;7.442;
9.92382;2.04251;2.04224;7.15598;7.44329;
9.92383;2.04401;2.04369;7.1643;7.44479;
9.92384;2.04571;2.04534;7.1739;7.44649;
9.92385;2.0476;2.04719;7.18476;7.44838;
9.92386;2.04968;2.04922;7.19681;7.45046;
9.92387;2.05194;2.05144;7.21002;7.45272;
9.92388;2.05437;2.05383;7.22434;7.45515;
9.92389;2.05695;2.05638;7.2397;7.45774;
9.9239;2.05969;2.05908;7.25604;7.46048;
9.92391;2.06257;2.06192;7.27331;7.46335;
9.92392;2.06557;2.06489;7.29144;7.46636;
9.92393;2.06869;2.06798;7.31034;7.46948;
9.92394;2.07192;2.07118;7.32996;7.4727;
9.92395;2.07523;2.07447;7.3502;7.47602;
9.92396;2.07863;2.07785;7.37099;7.47941;
9.92397;2.08208;2.08129;7.39226;7.48287;
9.92398;2.08559;2.08478;7.4139;7.48638;
9.92399;2.08913;2.08831;7.43585;7.48992;
9.924;2.0927;2.09187;7.45801;7.49349;
9.92401;2.09628;2.09545;7.48029;7.49707;
9.92402;2.09985;2.09901;7.50261;7.50064;
9.92403;2.1034;2.10257;7.52488;7.50419;
9.92404;2.10692;2.10609;7.54701;7.50771;
9.92405;2.11039;2.10957;7.56891;7.51118;
9.92406;2.1138;2.11299;7.5905;7.51459;
9.92407;2.11713;2.11634;7.61169;7.51792;
9.92408;2.12038;2.11961;7.6324;7.52117;
9.92409;2.12353;2.12278;7.65255;7.52432;
9.9241;2.12656;2.12584;7.67205;7.52735;
9.92411;2.12947;2.12877;7.69083;7.53026;
9.92412;2.13225;2.13158;7.70882;7.53303;
9.92413;2.13487;2.13423;7.72595;7.53566;
9.92414;2.13734;2.13674;7.74214;7.53812;
9.92415;2.13964;2.13907;7.75733;7.54042;
9.92416;2.14176;2.14124;7.77147;7.54255;
9.92417;2.1437;2.14322;7.78449;7.54449;
9.92418;2.14545;2.14501;7.79636;7.54623;
9.92419;2.147;2.1466;7.80701;7.54778;
9.9242;2.14834;2.14799;7.8164;7.54912;
9.92421;2.14947;2.14917;7.82451;7.55025;
9.92422;2.15038;2.15013;7.8313;7.55116;
9.92423;2.15108;2.15088;7.83674;7.55186;
9.92424;2.15156;2.15141;7.84081;7.55234;
9.92425;2.15181;2.15171;7.84349;7.55259;
9.92426;2.15183;2.15179;7.84478;7.55261;
9.92427;2.15164;2.15165;7.84466;7.55241;
9.92428;2.15122;2.15128;7.84315;7.55199;
9.92429;2.15057;2.15068;7.84024;7.55135;
9.9243;2.14971;2.14987;7.83594;7.55048;
9.92431;2.14863;2.14884;7.83028;7.54941;
9.92432;2.14734;2.1476;7.82328;7.54811;
9.92433;2.14584;2.14615;7.81495;7.54661;
9.92434;2.14414;2.1445;7.80535;7.54491;
9.92435;2.14225;2.14266;7.7945;7.54302;
9.92436;2.14017;2.14062;7.78244;7.54094;
9.92437;2.13791;2.1384;7.76923;7.53868;
9.92438;2.13548;2.13602;7.75492;7.53625;
9.92439;2.13289;2.13347;7.73955;7.53366;
9.9244;2.13015;2.13077;7.72321;7.53092;
9.92441;2.12727;2.12792;7.70594;7.52805;
9.92442;2.12427;2.12495;7.68781;7.52504;
9.92443;2.12115;2.12186;7.66891;7.52192;
9.92444;2.11792;2.11866;7.64929;7.51869;
9.92445;2.11461;2.11537;7.62905;7.51538;
9.92446;2.11122;2.11199;7.60826;7.51199;
9.92447;2.10776;2.10855;7.58699;7.50853;
9.92448;2.10425;2.10506;7.56535;7.50502;
9.92449;2.1007;2.10153;7.5434;7.50148;
9.9245;2.09714;2.09797;7.52124;7.49791;
9.92451;2.09356;2.09439;7.49896;7.49433;
9.92452;2.08999;2.09082;7.47664;7.49076;
9.92453;2.08644;2.08727;7.45437;7.48721;
9.92454;2.08292;2.08375;7.43224;7.48369;
9.92455;2.07945;2.08027;7.41034;7.48022;
9.92456;2.07604;2.07685;7.38875;7.47681;
9.92457;2.07271;2.0735;7.36756;7.47348;
9.92458;2.06946;2.07023;7.34685;7.47023;
9.92459;2.06631;2.06706;7.3267;7.46709;
9.9246;2.06328;2.06401;7.3072;7.46405;
9.92461;2.06037;2.06107;7.28842;7.46114;
9.92462;2.0576;2.05827;7.27043;7.45837;
9.92463;2.05497;2.05561;7.2533;7.45575;
9.92464;2.0525;2.05311;7.23711;7.45328;
9.92465;2.0502;2.05077;7.22192;7.45098;
9.92466;2.04808;2.04861;7.20778;7.44886;
9.92467;2.04614;2.04663;7.19476;7.44692;
9.92468;2.0444;2.04484;7.1829;7.44517;
9.92469;2.04285;2.04324;7.17225;7.44363;
9.9247;2.04151;2.04186;7.16285;7.44229;
9.92471;2.04038;2.04068;7.15474;7.44116;
9.92472;2.03946;2.03971;7.14795;7.44024;
9.92473;2.03877;2.03897;7.14251;7.43955;
9.92474;2.03829;2.03844;7.13844;7.43907;
9.92475;2.03804;2.03814;7.13576;7.43882;
9.92476;2.03801;2.03806;7.13447;7.43879;
9.92477;2.03821;2.0382;7.13459;7.43899;
9.92478;2.03863;2.03857;7.1361;7.43941;
9.92479;2.03928;2.03916;7.13901;7.44006;
9.9248;2.04014;2.03997;7.14331;7.44092;
9.92481;2.04122;2.041;7.14897;7.442;
9.92482;2.04251;2.04224;7.15598;7.44329;
9.92483;2.04401;2.04369;7.1643;7.44479;
9.92484;2.0457;2.04534;7.1739;7.44649;
9.92485;2.0476;2.04719;7.18476;7.44839;
9.92486;2.04968;2.04922;7.19681;7.45047;
9.92487;2.05194;2.05144;7.21002;7.45272;
9.92488;2.05436;2.05383;7.22434;7.45515;
9.92489;2.05695;2.05637;7.2397;7.45774;
9.9249;2.05969;2.05908;7.25604;7.46048;
9.92491;2.06257;2.06192;7.27331;7.46336;
9.92492;2.06557;2.06489;7.29144;7.46636;
9.92493;2.06869;2.06798;7.31034;7.46948;
9.92494;2.07192;2.07118;7.32996;7.47271;
9.92495;2.07523;2.07447;7.3502;7.47602;
9.92496;2.07862;2.07784;7.37099;7.47941;
9.92497;2.08208;2.08128;7.39226;7.48287;
9.92498;2.08559;2.08478;7.4139;7.48638;
9.92499;2.08913;2.08831;7.43585;7.48992;
9.925;2.0927;2.09187;7.45801;7.49349;
9.92501;2.09628;2.09544;7.48029;7.49707;
9.92502;2.09985;2.09901;7.50261;7.50064;
9.92503;2.1034;2.10257;7.52488;7.50419;
9.92504;2.10692;2.10609;7.54701;7.50771;
9.92505;2.11039;2.10957;7.56891;7.51118;
9.92506;2.1138;2.11299;7.5905;7.51459;
9.92507;2.11713;2.11634;7.61169;7.51792;
9.92508;2.12038;2.11961;7.6324;7.52117;
9.92509;2.12353;2.12278;7.65255;7.52432;
9.9251;2.12656;2.12583;7.67205;7.52735;
9.92511;2.12947;2.12877;7.69083;7.53026;
9.92512;2.13224;2.13157;7.70882;7.53303;
9.92513;2.13487;2.13423;7.72595;7.53566;
9.92514;2.13734;2.13674;7.74214;7.53813;
9.92515;2.13964;2.13907;7.75733;7.54043;
9.92516;2.14176;2.14124;7.77147;7.54255;
9.92517;2.1437;2.14322;7.78449;7.54449;
9.92518;2.14545;2.14501;7.79636;7.54623;
9.92519;2.14699;2.1466;7.80701;7.54778;
9.9252;2.14834;2.14799;7.8164;7.54912;
9.92521;2.14947;2.14917;7.82451;7.55025;
9.92522;2.15038;2.15013;7.8313;7.55117;
9.92523;2.15108;2.15088;7.83674;7.55186;
9.92524;2.15155;2.15141;7.84081;7.55234;
9.92525;2.15181;2.15171;7.84349;7.55259;
9.92526;2.15183;2.15179;7.84478;7.55262;
9.92527;2.15164;2.15164;7.84466;7.55242;
9.92528;2.15121;2.15127;7.84315;7.552;
9.92529;2.15057;2.15068;7.84024;7.55135;
9.9253;2.14971;2.14987;7.83594;7.55049;
9.92531;2.14863;2.14884;7.83028;7.54941;
9.92532;2.14734;2.1476;7.82328;7.54812;
9.92533;2.14584;2.14615;7.81495;7.54662;
9.92534;2.14414;2.1445;7.80535;7.54492;
9.92535;2.14225;2.14265;7.7945;7.54302;
9.92536;2.14016;2.14062;7.78244;7.54094;
9.92537;2.13791;2.1384;7.76923;7.53868;
9.92538;2.13548;2.13602;7.75492;7.53625;
9.92539;2.13289;2.13347;7.73955;7.53367;
9.9254;2.13015;2.13076;7.72321;7.53093;
9.92541;2.12727;2.12792;7.70594;7.52805;
9.92542;2.12427;2.12495;7.68781;7.52504;
9.92543;2.12115;2.12186;7.66891;7.52192;
9.92544;2.11792;2.11866;7.64929;7.5187;
9.92545;2.11461;2.11537;7.62905;7.51538;
9.92546;2.11121;2.11199;7.60826;7.51199;
9.92547;2.10776;2.10855;7.58699;7.50853;
9.92548;2.10425;2.10506;7.56535;7.50502;
9.92549;2.1007;2.10152;7.5434;7.50148;
9.9255;2.09714;2.09796;7.52124;7.49791;
9.92551;2.09356;2.09439;7.49896;7.49434;
9.92552;2.08999;2.09082;7.47664;7.49076;
9.92553;2.08644;2.08727;7.45437;7.48721;
9.92554;2.08292;2.08375;7.43224;7.4837;
9.92555;2.07945;2.08027;7.41034;7.48022;
9.92556;2.07604;2.07685;7.38875;7.47682;
9.92557;2.0727;2.0735;7.36756;7.47348;
9.92558;2.06946;2.07023;7.34685;7.47023;
9.92559;2.06631;2.06706;7.3267;7.46709;
9.9256;2.06328;2.064;7.3072;7.46405;
9.92561;2.06037;2.06107;7.28842;7.46115;
9.92562;2.0576;2.05827;7.27043;7.45837;
9.92563;2.05497;2.05561;7.2533;7.45575;
9.92564;2.0525;2.05311;7.23711;7.45328;
9.92565;2.0502;2.05077;7.22192;7.45098;
9.92566;2.04808;2.04861;7.20778;7.44886;
9.92567;2.04614;2.04662;7.19476;7.44692;
9.92568;2.0444;2.04484;7.1829;7.44518;
9.92569;2.04285;2.04324;7.17225;7.44363;
9.9257;2.04151;2.04185;7.16285;7.44229;
9.92571;2.04038;2.04068;7.15474;7.44116;
9.92572;2.03946;2.03971;7.14795;7.44025;
9.92573;2.03876;2.03896;7.14251;7.43955;
9.92574;2.03829;2.03844;7.13844;7.43908;
9.92575;2.03804;2.03813;7.13576;7.43882;
9.92576;2.03801;2.03806;7.13447;7.4388;
9.92577;2.03821;2.0382;7.13459;7.439;
9.92578;2.03863;2.03857;7.1361;7.43942;
9.92579;2.03927;2.03916;7.13901;7.44006;
9.9258;2.04014;2.03997;7.14331;7.44093;
9.92581;2.04122;2.041;7.14897;7.44201;
9.92582;2.04251;2.04224;7.15598;7.4433;
9.92583;2.044;2.04369;7.1643;7.4448;
9.92584;2.0457;2.04534;7.1739;7.44649;
9.92585;2.0476;2.04719;7.18476;7.44839;
9.92586;2.04968;2.04922;7.19681;7.45047;
9.92587;2.05193;2.05144;7.21002;7.45273;
9.92588;2.05436;2.05382;7.22434;7.45516;
9.92589;2.05695;2.05637;7.2397;7.45774;
9.9259;2.05969;2.05907;7.25604;7.46048;
9.92591;2.06257;2.06192;7.27331;7.46336;
9.92592;2.06557;2.06489;7.29144;7.46636;
9.92593;2.06869;2.06798;7.31034;7.46949;
9.92594;2.07191;2.07118;7.32996;7.47271;
9.92595;2.07523;2.07447;7.3502;7.47602;
9.92596;2.07862;2.07784;7.37099;7.47942;
9.92597;2.08208;2.08128;7.39226;7.48287;
9.92598;2.08559;2.08478;7.4139;7.48638;
9.92599;2.08913;2.08831;7.43585;7.48993;
9.926;2.0927;2.09187;7.45801;7.4935;
9.92601;2.09628;2.09544;7.48029;7.49707;
9.92602;2.09985;2.09901;7.50261;7.50064;
9.92603;2.1034;2.10257;7.52488;7.50419;
9.92604;2.10692;2.10609;7.54701;7.50771;
9.92605;2.11039;2.10957;7.56891;7.51118;
9.92606;2.1138;2.11299;7.5905;7.51459;
9.92607;2.11713;2.11634;7.61169;7.51793;
9.92608;2.12038;2.11961;7.6324;7.52117;
9.92609;2.12353;2.12278;7.65255;7.52432;
9.9261;2.12656;2.12583;7.67205;7.52736;
9.92611;2.12947;2.12877;7.69083;7.53026;
9.92612;2.13224;2.13157;7.70882;7.53304;
9.92613;2.13487;2.13423;7.72595;7.53566;
9.92614;2.13734;2.13673;7.74214;7.53813;
9.92615;2.13964;2.13907;7.75733;7.54043;
9.92616;2.14176;2.14124;7.77147;7.54255;
9.92617;2.1437;2.14322;7.78449;7.54449;
9.92618;2.14545;2.14501;7.79636;7.54624;
9.92619;2.14699;2.1466;7.80701;7.54778;
9.9262;2.14834;2.14799;7.8164;7.54913;
9.92621;2.14947;2.14917;7.82451;7.55026;
9.92622;2.15038;2.15013;7.8313;7.55117;
9.92623;2.15108;2.15088;7.83674;7.55187;
9.92624;2.15155;2.15141;7.84081;7.55234;
9.92625;2.1518;2.15171;7.84349;7.55259;
9.92626;2.15183;2.15179;7.84478;7.55262;
9.92627;2.15163;2.15164;7.84466;7.55242;
9.92628;2.15121;2.15127;7.84315;7.552;
9.92629;2.15057;2.15068;7.84024;7.55135;
9.9263;2.14971;2.14987;7.83594;7.55049;
9.92631;2.14863;2.14884;7.83028;7.54941;
9.92632;2.14733;2.1476;7.82328;7.54812;
9.92633;2.14584;2.14615;7.81495;7.54662;
9.92634;2.14414;2.1445;7.80535;7.54492;
9.92635;2.14224;2.14265;7.7945;7.54303;
9.92636;2.14016;2.14062;7.78244;7.54095;
9.92637;2.1379;2.1384;7.76923;7.53869;
9.92638;2.13548;2.13601;7.75492;7.53626;
9.92639;2.13289;2.13346;7.73955;7.53367;
9.9264;2.13015;2.13076;7.72321;7.53093;
9.92641;2.12727;2.12792;7.70594;7.52805;
9.92642;2.12427;2.12495;7.68781;7.52505;
9.92643;2.12115;2.12185;7.66891;7.52193;
9.92644;2.11792;2.11866;7.64929;7.5187;
9.92645;2.11461;2.11536;7.62905;7.51539;
9.92646;2.11121;2.11199;7.60826;7.51199;
9.92647;2.10775;2.10855;7.58699;7.50853;
9.92648;2.10425;2.10506;7.56535;7.50503;
9.92649;2.1007;2.10152;7.5434;7.50148;
9.9265;2.09713;2.09796;7.52124;7.49791;
9.92651;2.09356;2.09439;7.49896;7.49434;
9.92652;2.08999;2.09082;7.47664;7.49077;
9.92653;2.08644;2.08727;7.45437;7.48722;
9.92654;2.08292;2.08374;7.43224;7.4837;
9.92655;2.07945;2.08027;7.41034;7.48023;
9.92656;2.07604;2.07684;7.38875;7.47682;
9.92657;2.0727;2.07349;7.36756;7.47348;
9.92658;2.06946;2.07023;7.34685;7.47024;
9.92659;2.06631;2.06706;7.3267;7.46709;
9.9266;2.06328;2.064;7.3072;7.46406;
9.92661;2.06037;2.06107;7.28842;7.46115;
9.92662;2.05759;2.05826;7.27043;7.45838;
9.92663;2.05497;2.05561;7.2533;7.45575;
9.92664;2.0525;2.0531;7.23711;7.45329;
9.92665;2.0502;2.05077;7.22192;7.45099;
9.92666;2.04808;2.0486;7.20778;7.44886;
9.92667;2.04614;2.04662;7.19476;7.44693;
9.92668;2.04439;2.04483;7.1829;7.44518;
9.92669;2.04285;2.04324;7.17225;7.44363;
9.9267;2.04151;2.04185;7.16285;7.44229;
9.92671;2.04038;2.04067;7.15474;7.44116;
9.92672;2.03946;2.03971;7.14795;7.44025;
9.92673;2.03876;2.03896;7.14251;7.43955;
9.92674;2.03829;2.03844;7.13844;7.43908;
9.92675;2.03804;2.03813;7.13576;7.43883;
9.92676;2.03801;2.03805;7.13447;7.4388;
9.92677;2.03821;2.0382;7.13459;7.439;
9.92678;2.03863;2.03857;7.1361;7.43942;
9.92679;2.03927;2.03916;7.13901;7.44006;
9.9268;2.04014;2.03997;7.14331;7.44093;
9.92681;2.04121;2.041;7.14897;7.44201;
9.92682;2.04251;2.04224;7.15598;7.4433;
9.92683;2.044;2.04369;7.1643;7.4448;
9.92684;2.0457;2.04534;7.1739;7.4465;
9.92685;2.0476;2.04719;7.18476;7.44839;
9.92686;2.04967;2.04922;7.19681;7.45047;
9.92687;2.05193;2.05144;7.21002;7.45273;
9.92688;2.05436;2.05382;7.22434;7.45516;
9.92689;2.05695;2.05637;7.2397;7.45775;
9.9269;2.05969;2.05907;7.25604;7.46049;
9.92691;2.06256;2.06192;7.27331;7.46336;
9.92692;2.06557;2.06489;7.29144;7.46637;
9.92693;2.06869;2.06798;7.31034;7.46949;
9.92694;2.07191;2.07118;7.32996;7.47271;
9.92695;2.07523;2.07447;7.3502;7.47603;
9.92696;2.07862;2.07784;7.37099;7.47942;
9.92697;2.08208;2.08128;7.39226;7.48288;
9.92698;2.08559;2.08478;7.4139;7.48639;
9.92699;2.08913;2.08831;7.43585;7.48993;
9.927;2.0927;2.09187;7.45801;7.4935;
9.92701;2.09627;2.09544;7.48029;7.49707;
9.92702;2.09985;2.09901;7.50261;7.50065;
9.92703;2.1034;2.10256;7.52488;7.5042;
9.92704;2.10691;2.10609;7.54701;7.50771;
9.92705;2.11039;2.10957;7.56891;7.51119;
9.92706;2.1138;2.11299;7.5905;7.51459;
9.92707;2.11713;2.11634;7.61169;7.51793;
9.92708;2.12038;2.11961;7.6324;7.52118;
9.92709;2.12353;2.12277;7.65255;7.52432;
9.9271;2.12656;2.12583;7.67205;7.52736;
9.92711;2.12947;2.12877;7.69083;7.53027;
9.92712;2.13224;2.13157;7.70882;7.53304;
