time;V(/OUT_N);V(/OUT_P);V(/OUT_SINGLE);V(/SE_IN+);
9.41358;2.0703;2.07107;7.34685;7.46844;
9.41359;2.06715;2.0679;7.3267;7.4653;
9.4136;2.06412;2.06485;7.3072;7.46227;
9.41361;2.06121;2.06191;7.28842;7.45936;
9.41362;2.05844;2.05911;7.27043;7.45658;
9.41363;2.05581;2.05645;7.2533;7.45396;
9.41364;2.05334;2.05395;7.23711;7.45149;
9.41365;2.05104;2.05161;7.22192;7.44919;
9.41366;2.04892;2.04945;7.20778;7.44707;
9.41367;2.04698;2.04747;7.19476;7.44513;
9.41368;2.04524;2.04568;7.1829;7.44339;
9.41369;2.04369;2.04408;7.17225;7.44184;
9.4137;2.04235;2.0427;7.16285;7.4405;
9.41371;2.04122;2.04152;7.15474;7.43937;
9.41372;2.0403;2.04055;7.14795;7.43846;
9.41373;2.03961;2.03981;7.14251;7.43776;
9.41374;2.03913;2.03928;7.13844;7.43729;
9.41375;2.03888;2.03898;7.13576;7.43703;
9.41376;2.03885;2.0389;7.13447;7.43701;
9.41377;2.03905;2.03904;7.13459;7.43721;
9.41378;2.03947;2.03941;7.1361;7.43763;
9.41379;2.04011;2.04;7.13901;7.43827;
9.4138;2.04098;2.04081;7.14331;7.43914;
9.41381;2.04206;2.04184;7.14897;7.44022;
9.41382;2.04335;2.04308;7.15598;7.44151;
9.41383;2.04485;2.04453;7.1643;7.44301;
9.41384;2.04654;2.04618;7.1739;7.44471;
9.41385;2.04844;2.04803;7.18476;7.4466;
9.41386;2.05052;2.05006;7.19681;7.44868;
9.41387;2.05278;2.05228;7.21002;7.45094;
9.41388;2.0552;2.05467;7.22434;7.45337;
9.41389;2.05779;2.05721;7.2397;7.45595;
9.4139;2.06053;2.05992;7.25604;7.45869;
9.41391;2.06341;2.06276;7.27331;7.46157;
9.41392;2.06641;2.06573;7.29144;7.46458;
9.41393;2.06953;2.06882;7.31034;7.4677;
9.41394;2.07276;2.07202;7.32996;7.47092;
9.41395;2.07607;2.07531;7.3502;7.47424;
9.41396;2.07946;2.07868;7.37099;7.47763;
9.41397;2.08292;2.08212;7.39226;7.48109;
9.41398;2.08643;2.08562;7.4139;7.48459;
9.41399;2.08997;2.08915;7.43585;7.48814;
9.414;2.09354;2.09271;7.45801;7.49171;
9.41401;2.09712;2.09628;7.48029;7.49528;
9.41402;2.10069;2.09985;7.50261;7.49885;
9.41403;2.10424;2.10341;7.52488;7.5024;
9.41404;2.10776;2.10693;7.54701;7.50592;
9.41405;2.11123;2.11041;7.56891;7.50939;
9.41406;2.11464;2.11383;7.5905;7.5128;
9.41407;2.11797;2.11718;7.61169;7.51614;
9.41408;2.12122;2.12045;7.6324;7.51939;
9.41409;2.12437;2.12362;7.65255;7.52253;
9.4141;2.1274;2.12667;7.67205;7.52557;
9.41411;2.13031;2.12961;7.69083;7.52848;
9.41412;2.13308;2.13241;7.70882;7.53125;
9.41413;2.13571;2.13507;7.72595;7.53387;
9.41414;2.13818;2.13757;7.74214;7.53634;
9.41415;2.14048;2.13991;7.75733;7.53864;
9.41416;2.1426;2.14208;7.77147;7.54076;
9.41417;2.14454;2.14406;7.78449;7.5427;
9.41418;2.14629;2.14585;7.79636;7.54445;
9.41419;2.14783;2.14744;7.80701;7.546;
9.4142;2.14918;2.14883;7.8164;7.54734;
9.41421;2.15031;2.15001;7.82451;7.54847;
9.41422;2.15122;2.15097;7.8313;7.54938;
9.41423;2.15192;2.15172;7.83674;7.55008;
9.41424;2.15239;2.15225;7.84081;7.55055;
9.41425;2.15265;2.15255;7.84349;7.5508;
9.41426;2.15267;2.15263;7.84478;7.55083;
9.41427;2.15247;2.15248;7.84466;7.55063;
9.41428;2.15205;2.15211;7.84315;7.55021;
9.41429;2.15141;2.15152;7.84024;7.54957;
9.4143;2.15055;2.15071;7.83594;7.5487;
9.41431;2.14947;2.14968;7.83028;7.54762;
9.41432;2.14818;2.14844;7.82328;7.54633;
9.41433;2.14668;2.14699;7.81495;7.54483;
9.41434;2.14498;2.14534;7.80535;7.54313;
9.41435;2.14308;2.14349;7.7945;7.54124;
9.41436;2.141;2.14146;7.78244;7.53916;
9.41437;2.13875;2.13924;7.76923;7.5369;
9.41438;2.13632;2.13686;7.75492;7.53447;
9.41439;2.13373;2.13431;7.73955;7.53188;
9.4144;2.13099;2.1316;7.72321;7.52914;
9.41441;2.12811;2.12876;7.70594;7.52626;
9.41442;2.12511;2.12579;7.68781;7.52326;
9.41443;2.12199;2.12269;7.66891;7.52014;
9.41444;2.11876;2.1195;7.64929;7.51691;
9.41445;2.11545;2.1162;7.62905;7.5136;
9.41446;2.11205;2.11283;7.60826;7.5102;
9.41447;2.1086;2.10939;7.58699;7.50675;
9.41448;2.10509;2.1059;7.56535;7.50324;
9.41449;2.10154;2.10236;7.5434;7.49969;
9.4145;2.09798;2.0988;7.52124;7.49613;
9.41451;2.0944;2.09523;7.49896;7.49255;
9.41452;2.09083;2.09166;7.47664;7.48898;
9.41453;2.08728;2.08811;7.45437;7.48543;
9.41454;2.08376;2.08459;7.43224;7.48191;
9.41455;2.08029;2.08111;7.41034;7.47844;
9.41456;2.07688;2.07768;7.38875;7.47503;
9.41457;2.07354;2.07433;7.36756;7.4717;
9.41458;2.0703;2.07107;7.34685;7.46845;
9.41459;2.06715;2.0679;7.3267;7.4653;
9.4146;2.06412;2.06484;7.3072;7.46227;
9.41461;2.06121;2.06191;7.28842;7.45936;
9.41462;2.05843;2.05911;7.27043;7.45659;
9.41463;2.05581;2.05645;7.2533;7.45396;
9.41464;2.05334;2.05395;7.23711;7.4515;
9.41465;2.05104;2.05161;7.22192;7.4492;
9.41466;2.04892;2.04944;7.20778;7.44708;
9.41467;2.04698;2.04746;7.19476;7.44514;
9.41468;2.04523;2.04567;7.1829;7.44339;
9.41469;2.04369;2.04408;7.17225;7.44185;
9.4147;2.04235;2.04269;7.16285;7.4405;
9.41471;2.04122;2.04152;7.15474;7.43937;
9.41472;2.0403;2.04055;7.14795;7.43846;
9.41473;2.0396;2.0398;7.14251;7.43776;
9.41474;2.03913;2.03928;7.13844;7.43729;
9.41475;2.03888;2.03897;7.13576;7.43704;
9.41476;2.03885;2.03889;7.13447;7.43701;
9.41477;2.03905;2.03904;7.13459;7.43721;
9.41478;2.03947;2.03941;7.1361;7.43763;
9.41479;2.04011;2.04;7.13901;7.43828;
9.4148;2.04098;2.04081;7.14331;7.43914;
9.41481;2.04205;2.04184;7.14897;7.44022;
9.41482;2.04335;2.04308;7.15598;7.44151;
9.41483;2.04484;2.04453;7.1643;7.44301;
9.41484;2.04654;2.04618;7.1739;7.44471;
9.41485;2.04844;2.04803;7.18476;7.4466;
9.41486;2.05052;2.05006;7.19681;7.44868;
9.41487;2.05277;2.05228;7.21002;7.45094;
9.41488;2.0552;2.05466;7.22434;7.45337;
9.41489;2.05779;2.05721;7.2397;7.45596;
9.4149;2.06053;2.05991;7.25604;7.4587;
9.41491;2.0634;2.06276;7.27331;7.46157;
9.41492;2.06641;2.06573;7.29144;7.46458;
9.41493;2.06953;2.06882;7.31034;7.4677;
9.41494;2.07275;2.07202;7.32996;7.47092;
9.41495;2.07607;2.07531;7.3502;7.47424;
9.41496;2.07946;2.07868;7.37099;7.47763;
9.41497;2.08292;2.08212;7.39226;7.48109;
9.41498;2.08643;2.08562;7.4139;7.4846;
9.41499;2.08997;2.08915;7.43585;7.48814;
9.415;2.09354;2.09271;7.45801;7.49171;
9.41501;2.09711;2.09628;7.48029;7.49529;
9.41502;2.10069;2.09985;7.50261;7.49886;
9.41503;2.10424;2.1034;7.52488;7.50241;
9.41504;2.10776;2.10693;7.54701;7.50593;
9.41505;2.11123;2.11041;7.56891;7.5094;
9.41506;2.11464;2.11383;7.5905;7.51281;
9.41507;2.11797;2.11718;7.61169;7.51614;
9.41508;2.12122;2.12045;7.6324;7.51939;
9.41509;2.12437;2.12361;7.65255;7.52254;
9.4151;2.1274;2.12667;7.67205;7.52557;
9.41511;2.13031;2.12961;7.69083;7.52848;
9.41512;2.13308;2.13241;7.70882;7.53125;
9.41513;2.13571;2.13507;7.72595;7.53388;
9.41514;2.13818;2.13757;7.74214;7.53634;
9.41515;2.14048;2.13991;7.75733;7.53864;
9.41516;2.1426;2.14207;7.77147;7.54077;
9.41517;2.14454;2.14405;7.78449;7.54271;
9.41518;2.14629;2.14585;7.79636;7.54445;
9.41519;2.14783;2.14744;7.80701;7.546;
9.4152;2.14917;2.14883;7.8164;7.54734;
9.41521;2.1503;2.15001;7.82451;7.54847;
9.41522;2.15122;2.15097;7.8313;7.54939;
9.41523;2.15192;2.15172;7.83674;7.55008;
9.41524;2.15239;2.15224;7.84081;7.55056;
9.41525;2.15264;2.15255;7.84349;7.55081;
9.41526;2.15267;2.15263;7.84478;7.55083;
9.41527;2.15247;2.15248;7.84466;7.55064;
9.41528;2.15205;2.15211;7.84315;7.55021;
9.41529;2.15141;2.15152;7.84024;7.54957;
9.4153;2.15054;2.15071;7.83594;7.54871;
9.41531;2.14947;2.14968;7.83028;7.54763;
9.41532;2.14817;2.14844;7.82328;7.54633;
9.41533;2.14668;2.14699;7.81495;7.54484;
9.41534;2.14498;2.14534;7.80535;7.54314;
9.41535;2.14308;2.14349;7.7945;7.54124;
9.41536;2.141;2.14146;7.78244;7.53916;
9.41537;2.13874;2.13924;7.76923;7.5369;
9.41538;2.13631;2.13685;7.75492;7.53447;
9.41539;2.13373;2.1343;7.73955;7.53188;
9.4154;2.13099;2.1316;7.72321;7.52915;
9.41541;2.12811;2.12876;7.70594;7.52627;
9.41542;2.1251;2.12578;7.68781;7.52326;
9.41543;2.12198;2.12269;7.66891;7.52014;
9.41544;2.11876;2.11949;7.64929;7.51692;
9.41545;2.11544;2.1162;7.62905;7.5136;
9.41546;2.11205;2.11283;7.60826;7.51021;
9.41547;2.10859;2.10939;7.58699;7.50675;
9.41548;2.10509;2.1059;7.56535;7.50324;
9.41549;2.10154;2.10236;7.5434;7.4997;
9.4155;2.09797;2.0988;7.52124;7.49613;
9.41551;2.0944;2.09523;7.49896;7.49255;
9.41552;2.09083;2.09166;7.47664;7.48898;
9.41553;2.08727;2.08811;7.45437;7.48543;
9.41554;2.08376;2.08458;7.43224;7.48191;
9.41555;2.08029;2.0811;7.41034;7.47844;
9.41556;2.07688;2.07768;7.38875;7.47503;
9.41557;2.07354;2.07433;7.36756;7.4717;
9.41558;2.07029;2.07107;7.34685;7.46845;
9.41559;2.06715;2.0679;7.3267;7.46531;
9.4156;2.06411;2.06484;7.3072;7.46227;
9.41561;2.06121;2.06191;7.28842;7.45937;
9.41562;2.05843;2.0591;7.27043;7.45659;
9.41563;2.05581;2.05645;7.2533;7.45397;
9.41564;2.05334;2.05394;7.23711;7.4515;
9.41565;2.05104;2.05161;7.22192;7.4492;
9.41566;2.04892;2.04944;7.20778;7.44708;
9.41567;2.04698;2.04746;7.19476;7.44514;
9.41568;2.04523;2.04567;7.1829;7.4434;
9.41569;2.04369;2.04408;7.17225;7.44185;
9.4157;2.04234;2.04269;7.16285;7.44051;
9.41571;2.04121;2.04151;7.15474;7.43938;
9.41572;2.0403;2.04055;7.14795;7.43846;
9.41573;2.0396;2.0398;7.14251;7.43777;
9.41574;2.03913;2.03928;7.13844;7.43729;
9.41575;2.03888;2.03897;7.13576;7.43704;
9.41576;2.03885;2.03889;7.13447;7.43702;
9.41577;2.03905;2.03904;7.13459;7.43721;
9.41578;2.03947;2.03941;7.1361;7.43764;
9.41579;2.04011;2.04;7.13901;7.43828;
9.4158;2.04097;2.04081;7.14331;7.43914;
9.41581;2.04205;2.04184;7.14897;7.44022;
9.41582;2.04334;2.04308;7.15598;7.44152;
9.41583;2.04484;2.04453;7.1643;7.44301;
9.41584;2.04654;2.04618;7.1739;7.44471;
9.41585;2.04843;2.04802;7.18476;7.44661;
9.41586;2.05051;2.05006;7.19681;7.44869;
9.41587;2.05277;2.05227;7.21002;7.45095;
9.41588;2.0552;2.05466;7.22434;7.45337;
9.41589;2.05779;2.05721;7.2397;7.45596;
9.4159;2.06053;2.05991;7.25604;7.4587;
9.41591;2.0634;2.06275;7.27331;7.46158;
9.41592;2.06641;2.06573;7.29144;7.46458;
9.41593;2.06953;2.06882;7.31034;7.4677;
9.41594;2.07275;2.07202;7.32996;7.47093;
9.41595;2.07607;2.07531;7.3502;7.47424;
9.41596;2.07946;2.07868;7.37099;7.47764;
9.41597;2.08292;2.08212;7.39226;7.48109;
9.41598;2.08642;2.08561;7.4139;7.4846;
9.41599;2.08997;2.08915;7.43585;7.48815;
9.416;2.09354;2.09271;7.45801;7.49171;
9.41601;2.09711;2.09628;7.48029;7.49529;
9.41602;2.10068;2.09985;7.50261;7.49886;
9.41603;2.10424;2.1034;7.52488;7.50241;
9.41604;2.10775;2.10693;7.54701;7.50593;
9.41605;2.11122;2.11041;7.56891;7.5094;
9.41606;2.11463;2.11383;7.5905;7.51281;
9.41607;2.11797;2.11718;7.61169;7.51615;
9.41608;2.12122;2.12044;7.6324;7.51939;
9.41609;2.12436;2.12361;7.65255;7.52254;
9.4161;2.1274;2.12667;7.67205;7.52557;
9.41611;2.13031;2.12961;7.69083;7.52848;
9.41612;2.13308;2.13241;7.70882;7.53126;
9.41613;2.13571;2.13507;7.72595;7.53388;
9.41614;2.13817;2.13757;7.74214;7.53635;
9.41615;2.14047;2.13991;7.75733;7.53865;
9.41616;2.1426;2.14207;7.77147;7.54077;
9.41617;2.14454;2.14405;7.78449;7.54271;
9.41618;2.14628;2.14584;7.79636;7.54446;
9.41619;2.14783;2.14744;7.80701;7.546;
9.4162;2.14917;2.14882;7.8164;7.54734;
9.41621;2.1503;2.15;7.82451;7.54848;
9.41622;2.15122;2.15097;7.8313;7.54939;
9.41623;2.15192;2.15172;7.83674;7.55009;
9.41624;2.15239;2.15224;7.84081;7.55056;
9.41625;2.15264;2.15255;7.84349;7.55081;
9.41626;2.15267;2.15262;7.84478;7.55084;
9.41627;2.15247;2.15248;7.84466;7.55064;
9.41628;2.15205;2.15211;7.84315;7.55022;
9.41629;2.15141;2.15152;7.84024;7.54957;
9.4163;2.15054;2.15071;7.83594;7.54871;
9.41631;2.14946;2.14968;7.83028;7.54763;
9.41632;2.14817;2.14844;7.82328;7.54634;
9.41633;2.14667;2.14699;7.81495;7.54484;
9.41634;2.14497;2.14534;7.80535;7.54314;
9.41635;2.14308;2.14349;7.7945;7.54125;
9.41636;2.141;2.14145;7.78244;7.53917;
9.41637;2.13874;2.13924;7.76923;7.53691;
9.41638;2.13631;2.13685;7.75492;7.53448;
9.41639;2.13372;2.1343;7.73955;7.53189;
9.4164;2.13099;2.1316;7.72321;7.52915;
9.41641;2.12811;2.12876;7.70594;7.52627;
9.41642;2.1251;2.12578;7.68781;7.52327;
9.41643;2.12198;2.12269;7.66891;7.52015;
9.41644;2.11876;2.11949;7.64929;7.51692;
9.41645;2.11544;2.1162;7.62905;7.51361;
9.41646;2.11205;2.11283;7.60826;7.51021;
9.41647;2.10859;2.10939;7.58699;7.50675;
9.41648;2.10508;2.10589;7.56535;7.50325;
9.41649;2.10154;2.10236;7.5434;7.4997;
9.4165;2.09797;2.0988;7.52124;7.49613;
9.41651;2.09439;2.09523;7.49896;7.49256;
9.41652;2.09082;2.09166;7.47664;7.48899;
9.41653;2.08727;2.0881;7.45437;7.48544;
9.41654;2.08375;2.08458;7.43224;7.48192;
9.41655;2.08028;2.0811;7.41034;7.47845;
9.41656;2.07687;2.07768;7.38875;7.47504;
9.41657;2.07354;2.07433;7.36756;7.4717;
9.41658;2.07029;2.07107;7.34685;7.46846;
9.41659;2.06715;2.0679;7.3267;7.46531;
9.4166;2.06411;2.06484;7.3072;7.46228;
9.41661;2.0612;2.0619;7.28842;7.45937;
9.41662;2.05843;2.0591;7.27043;7.4566;
9.41663;2.05581;2.05644;7.2533;7.45397;
9.41664;2.05334;2.05394;7.23711;7.45151;
9.41665;2.05104;2.0516;7.22192;7.44921;
9.41666;2.04892;2.04944;7.20778;7.44708;
9.41667;2.04698;2.04746;7.19476;7.44515;
9.41668;2.04523;2.04567;7.1829;7.4434;
9.41669;2.04368;2.04408;7.17225;7.44185;
9.4167;2.04234;2.04269;7.16285;7.44051;
9.41671;2.04121;2.04151;7.15474;7.43938;
9.41672;2.0403;2.04055;7.14795;7.43847;
9.41673;2.0396;2.0398;7.14251;7.43777;
9.41674;2.03913;2.03927;7.13844;7.4373;
9.41675;2.03887;2.03897;7.13576;7.43705;
9.41676;2.03885;2.03889;7.13447;7.43702;
9.41677;2.03904;2.03904;7.13459;7.43722;
9.41678;2.03947;2.0394;7.1361;7.43764;
9.41679;2.04011;2.04;7.13901;7.43828;
9.4168;2.04097;2.04081;7.14331;7.43915;
9.41681;2.04205;2.04184;7.14897;7.44023;
9.41682;2.04334;2.04308;7.15598;7.44152;
9.41683;2.04484;2.04452;7.1643;7.44302;
9.41684;2.04654;2.04618;7.1739;7.44472;
9.41685;2.04843;2.04802;7.18476;7.44661;
9.41686;2.05051;2.05006;7.19681;7.44869;
9.41687;2.05277;2.05227;7.21002;7.45095;
9.41688;2.0552;2.05466;7.22434;7.45338;
9.41689;2.05779;2.05721;7.2397;7.45597;
9.4169;2.06052;2.05991;7.25604;7.45871;
9.41691;2.0634;2.06275;7.27331;7.46158;
9.41692;2.06641;2.06573;7.29144;7.46459;
9.41693;2.06953;2.06882;7.31034;7.46771;
9.41694;2.07275;2.07201;7.32996;7.47093;
9.41695;2.07606;2.07531;7.3502;7.47425;
9.41696;2.07946;2.07868;7.37099;7.47764;
9.41697;2.08291;2.08212;7.39226;7.4811;
9.41698;2.08642;2.08561;7.4139;7.48461;
9.41699;2.08997;2.08915;7.43585;7.48815;
9.417;2.09353;2.09271;7.45801;7.49172;
9.41701;2.09711;2.09628;7.48029;7.49529;
9.41702;2.10068;2.09985;7.50261;7.49887;
9.41703;2.10423;2.1034;7.52488;7.50242;
9.41704;2.10775;2.10692;7.54701;7.50594;
9.41705;2.11122;2.1104;7.56891;7.50941;
9.41706;2.11463;2.11383;7.5905;7.51282;
9.41707;2.11797;2.11718;7.61169;7.51615;
9.41708;2.12121;2.12044;7.6324;7.5194;
9.41709;2.12436;2.12361;7.65255;7.52254;
9.4171;2.1274;2.12667;7.67205;7.52558;
9.41711;2.1303;2.1296;7.69083;7.52849;
9.41712;2.13308;2.13241;7.70882;7.53126;
9.41713;2.1357;2.13507;7.72595;7.53389;
9.41714;2.13817;2.13757;7.74214;7.53635;
9.41715;2.14047;2.13991;7.75733;7.53865;
9.41716;2.1426;2.14207;7.77147;7.54078;
9.41717;2.14453;2.14405;7.78449;7.54272;
9.41718;2.14628;2.14584;7.79636;7.54446;
9.41719;2.14783;2.14743;7.80701;7.54601;
9.4172;2.14917;2.14882;7.8164;7.54735;
9.41721;2.1503;2.15;7.82451;7.54848;
9.41722;2.15122;2.15097;7.8313;7.54939;
9.41723;2.15191;2.15171;7.83674;7.55009;
9.41724;2.15239;2.15224;7.84081;7.55056;
9.41725;2.15264;2.15254;7.84349;7.55082;
9.41726;2.15267;2.15262;7.84478;7.55084;
9.41727;2.15247;2.15248;7.84466;7.55064;
9.41728;2.15205;2.15211;7.84315;7.55022;
9.41729;2.1514;2.15152;7.84024;7.54958;
9.4173;2.15054;2.15071;7.83594;7.54871;
9.41731;2.14946;2.14968;7.83028;7.54763;
9.41732;2.14817;2.14844;7.82328;7.54634;
9.41733;2.14667;2.14699;7.81495;7.54484;
9.41734;2.14497;2.14533;7.80535;7.54314;
9.41735;2.14308;2.14349;7.7945;7.54125;
9.41736;2.141;2.14145;7.78244;7.53917;
9.41737;2.13874;2.13924;7.76923;7.53691;
9.41738;2.13631;2.13685;7.75492;7.53448;
9.41739;2.13372;2.1343;7.73955;7.53189;
9.4174;2.13098;2.1316;7.72321;7.52915;
9.41741;2.12811;2.12875;7.70594;7.52628;
9.41742;2.1251;2.12578;7.68781;7.52327;
9.41743;2.12198;2.12269;7.66891;7.52015;
9.41744;2.11876;2.11949;7.64929;7.51692;
9.41745;2.11544;2.1162;7.62905;7.51361;
9.41746;2.11205;2.11283;7.60826;7.51022;
9.41747;2.10859;2.10939;7.58699;7.50676;
9.41748;2.10508;2.10589;7.56535;7.50325;
9.41749;2.10154;2.10236;7.5434;7.49971;
9.4175;2.09797;2.0988;7.52124;7.49614;
9.41751;2.09439;2.09523;7.49896;7.49256;
9.41752;2.09082;2.09166;7.47664;7.48899;
9.41753;2.08727;2.0881;7.45437;7.48544;
9.41754;2.08375;2.08458;7.43224;7.48192;
9.41755;2.08028;2.0811;7.41034;7.47845;
9.41756;2.07687;2.07768;7.38875;7.47504;
9.41757;2.07354;2.07433;7.36756;7.47171;
9.41758;2.07029;2.07106;7.34685;7.46846;
9.41759;2.06714;2.0679;7.3267;7.46531;
9.4176;2.06411;2.06484;7.3072;7.46228;
9.41761;2.0612;2.0619;7.28842;7.45937;
9.41762;2.05843;2.0591;7.27043;7.4566;
9.41763;2.0558;2.05644;7.2533;7.45398;
9.41764;2.05334;2.05394;7.23711;7.45151;
9.41765;2.05104;2.0516;7.22192;7.44921;
9.41766;2.04891;2.04944;7.20778;7.44709;
9.41767;2.04697;2.04746;7.19476;7.44515;
9.41768;2.04523;2.04567;7.1829;7.4434;
9.41769;2.04368;2.04408;7.17225;7.44186;
9.4177;2.04234;2.04269;7.16285;7.44052;
9.41771;2.04121;2.04151;7.15474;7.43939;
9.41772;2.04029;2.04054;7.14795;7.43847;
9.41773;2.0396;2.0398;7.14251;7.43778;
9.41774;2.03912;2.03927;7.13844;7.4373;
9.41775;2.03887;2.03897;7.13576;7.43705;
9.41776;2.03884;2.03889;7.13447;7.43703;
9.41777;2.03904;2.03903;7.13459;7.43722;
9.41778;2.03946;2.0394;7.1361;7.43765;
9.41779;2.04011;2.03999;7.13901;7.43829;
9.4178;2.04097;2.04081;7.14331;7.43915;
9.41781;2.04205;2.04183;7.14897;7.44023;
9.41782;2.04334;2.04307;7.15598;7.44152;
9.41783;2.04484;2.04452;7.1643;7.44302;
9.41784;2.04654;2.04617;7.1739;7.44472;
9.41785;2.04843;2.04802;7.18476;7.44662;
9.41786;2.05051;2.05006;7.19681;7.4487;
9.41787;2.05277;2.05227;7.21002;7.45095;
9.41788;2.0552;2.05466;7.22434;7.45338;
9.41789;2.05778;2.05721;7.2397;7.45597;
9.4179;2.06052;2.05991;7.25604;7.45871;
9.41791;2.0634;2.06275;7.27331;7.46159;
9.41792;2.0664;2.06572;7.29144;7.46459;
9.41793;2.06952;2.06881;7.31034;7.46771;
9.41794;2.07275;2.07201;7.32996;7.47094;
9.41795;2.07606;2.0753;7.3502;7.47425;
9.41796;2.07946;2.07868;7.37099;7.47765;
9.41797;2.08291;2.08212;7.39226;7.4811;
9.41798;2.08642;2.08561;7.4139;7.48461;
9.41799;2.08996;2.08914;7.43585;7.48816;
9.418;2.09353;2.0927;7.45801;7.49172;
9.41801;2.09711;2.09628;7.48029;7.4953;
9.41802;2.10068;2.09985;7.50261;7.49887;
9.41803;2.10423;2.1034;7.52488;7.50242;
9.41804;2.10775;2.10692;7.54701;7.50594;
9.41805;2.11122;2.1104;7.56891;7.50941;
9.41806;2.11463;2.11382;7.5905;7.51282;
9.41807;2.11796;2.11717;7.61169;7.51615;
9.41808;2.12121;2.12044;7.6324;7.5194;
9.41809;2.12436;2.12361;7.65255;7.52255;
9.4181;2.12739;2.12667;7.67205;7.52558;
9.41811;2.1303;2.1296;7.69083;7.52849;
9.41812;2.13308;2.13241;7.70882;7.53126;
9.41813;2.1357;2.13506;7.72595;7.53389;
9.41814;2.13817;2.13757;7.74214;7.53636;
9.41815;2.14047;2.1399;7.75733;7.53866;
9.41816;2.14259;2.14207;7.77147;7.54078;
9.41817;2.14453;2.14405;7.78449;7.54272;
9.41818;2.14628;2.14584;7.79636;7.54447;
9.41819;2.14783;2.14743;7.80701;7.54601;
9.4182;2.14917;2.14882;7.8164;7.54735;
9.41821;2.1503;2.15;7.82451;7.54848;
9.41822;2.15121;2.15096;7.8313;7.5494;
9.41823;2.15191;2.15171;7.83674;7.55009;
9.41824;2.15239;2.15224;7.84081;7.55057;
9.41825;2.15264;2.15254;7.84349;7.55082;
9.41826;2.15266;2.15262;7.84478;7.55085;
9.41827;2.15247;2.15248;7.84466;7.55065;
9.41828;2.15205;2.15211;7.84315;7.55023;
9.41829;2.1514;2.15151;7.84024;7.54958;
9.4183;2.15054;2.1507;7.83594;7.54872;
9.41831;2.14946;2.14967;7.83028;7.54764;
9.41832;2.14817;2.14843;7.82328;7.54635;
9.41833;2.14667;2.14698;7.81495;7.54485;
9.41834;2.14497;2.14533;7.80535;7.54315;
9.41835;2.14308;2.14349;7.7945;7.54125;
9.41836;2.141;2.14145;7.78244;7.53917;
9.41837;2.13874;2.13923;7.76923;7.53691;
9.41838;2.13631;2.13685;7.75492;7.53449;
9.41839;2.13372;2.1343;7.73955;7.5319;
9.4184;2.13098;2.1316;7.72321;7.52916;
9.41841;2.1281;2.12875;7.70594;7.52628;
9.41842;2.1251;2.12578;7.68781;7.52327;
9.41843;2.12198;2.12269;7.66891;7.52015;
9.41844;2.11875;2.11949;7.64929;7.51693;
9.41845;2.11544;2.1162;7.62905;7.51361;
9.41846;2.11205;2.11282;7.60826;7.51022;
9.41847;2.10859;2.10938;7.58699;7.50676;
9.41848;2.10508;2.10589;7.56535;7.50325;
9.41849;2.10153;2.10236;7.5434;7.49971;
9.4185;2.09797;2.0988;7.52124;7.49614;
9.41851;2.09439;2.09522;7.49896;7.49257;
9.41852;2.09082;2.09165;7.47664;7.489;
9.41853;2.08727;2.0881;7.45437;7.48544;
9.41854;2.08375;2.08458;7.43224;7.48193;
9.41855;2.08028;2.0811;7.41034;7.47846;
9.41856;2.07687;2.07768;7.38875;7.47505;
9.41857;2.07354;2.07433;7.36756;7.47171;
9.41858;2.07029;2.07106;7.34685;7.46847;
9.41859;2.06714;2.06789;7.3267;7.46532;
9.4186;2.06411;2.06484;7.3072;7.46229;
9.41861;2.0612;2.0619;7.28842;7.45938;
9.41862;2.05843;2.0591;7.27043;7.45661;
9.41863;2.0558;2.05644;7.2533;7.45398;
9.41864;2.05333;2.05394;7.23711;7.45151;
9.41865;2.05103;2.0516;7.22192;7.44921;
9.41866;2.04891;2.04944;7.20778;7.44709;
9.41867;2.04697;2.04746;7.19476;7.44515;
9.41868;2.04523;2.04567;7.1829;7.44341;
9.41869;2.04368;2.04407;7.17225;7.44186;
9.4187;2.04234;2.04269;7.16285;7.44052;
9.41871;2.04121;2.04151;7.15474;7.43939;
9.41872;2.04029;2.04054;7.14795;7.43848;
9.41873;2.0396;2.0398;7.14251;7.43778;
9.41874;2.03912;2.03927;7.13844;7.43731;
9.41875;2.03887;2.03897;7.13576;7.43706;
9.41876;2.03884;2.03889;7.13447;7.43703;
9.41877;2.03904;2.03903;7.13459;7.43723;
9.41878;2.03946;2.0394;7.1361;7.43765;
9.41879;2.0401;2.03999;7.13901;7.43829;
9.4188;2.04097;2.0408;7.14331;7.43916;
9.41881;2.04205;2.04183;7.14897;7.44024;
9.41882;2.04334;2.04307;7.15598;7.44153;
9.41883;2.04484;2.04452;7.1643;7.44303;
9.41884;2.04653;2.04617;7.1739;7.44473;
9.41885;2.04843;2.04802;7.18476;7.44662;
9.41886;2.05051;2.05005;7.19681;7.4487;
9.41887;2.05277;2.05227;7.21002;7.45096;
9.41888;2.05519;2.05466;7.22434;7.45339;
9.41889;2.05778;2.0572;7.2397;7.45598;
9.4189;2.06052;2.05991;7.25604;7.45871;
9.41891;2.0634;2.06275;7.27331;7.46159;
9.41892;2.0664;2.06572;7.29144;7.4646;
9.41893;2.06952;2.06881;7.31034;7.46772;
9.41894;2.07275;2.07201;7.32996;7.47094;
