time;V(/IN);user0;
0.877619;-0.0682161;-0.179577;
0.877629;-0.0726727;-0.197688;
0.877639;-0.0768426;-0.214668;
0.877649;-0.0807091;-0.230448;
0.877659;-0.0842572;-0.244966;
0.877669;-0.0874727;-0.258166;
0.877679;-0.090343;-0.269995;
0.877689;-0.0928568;-0.280407;
0.877699;-0.0950041;-0.28936;
0.877709;-0.0967765;-0.296819;
0.877719;-0.098167;-0.302754;
0.877729;-0.09917;-0.307143;
0.877739;-0.0997816;-0.309968;
0.877749;-0.0999995;-0.311217;
0.877759;-0.0998227;-0.310886;
0.877769;-0.0992519;-0.308977;
0.877779;-0.0982894;-0.305496;
0.877789;-0.0969391;-0.300457;
0.877799;-0.0952062;-0.293881;
0.877809;-0.0930975;-0.285792;
0.877819;-0.0906214;-0.276224;
0.877829;-0.0877877;-0.265214;
0.877839;-0.0846075;-0.252806;
0.877849;-0.0810934;-0.239047;
0.877859;-0.0772593;-0.223993;
0.877869;-0.0731202;-0.207704;
0.877879;-0.0686926;-0.190242;
0.877889;-0.0639939;-0.171678;
0.877899;-0.0590426;-0.152084;
0.877909;-0.0538584;-0.131538;
0.877919;-0.0484615;-0.110121;
0.877929;-0.0428735;-0.0879179;
0.877939;-0.0371162;-0.0650154;
0.877949;-0.0312124;-0.0415044;
0.877959;-0.0251855;-0.0174776;
0.877969;-0.0190591;0.00697009;
0.877979;-0.0128575;0.0317423;
0.877989;-0.00660524;0.0567411;
0.877999;-0.000326864;0.081868;
0.878009;0.0059528;0.107024;
0.878019;0.012209;0.132109;
0.878029;0.018417;0.157025;
0.878039;0.0245523;0.181673;
0.878049;0.0305907;0.205957;
0.878059;0.0365083;0.229779;
0.878069;0.0422819;0.253046;
0.878079;0.0478887;0.275667;
0.878089;0.0533064;0.297552;
0.878099;0.0585138;0.318614;
0.878109;0.0634902;0.338771;
0.878119;0.0682161;0.357944;
0.878129;0.0726727;0.376055;
0.878139;0.0768426;0.393034;
0.878149;0.0807091;0.408814;
0.878159;0.0842572;0.423333;
0.878169;0.0874727;0.436532;
0.878179;0.090343;0.448362;
0.878189;0.0928568;0.458773;
0.878199;0.0950041;0.467726;
0.878209;0.0967765;0.475185;
0.878219;0.098167;0.481121;
0.878229;0.09917;0.485509;
0.878239;0.0997816;0.488334;
0.878249;0.0999995;0.489583;
0.878259;0.0998227;0.489253;
0.878269;0.0992519;0.487343;
0.878279;0.0982894;0.483862;
0.878289;0.0969391;0.478823;
0.878299;0.0952062;0.472247;
0.878309;0.0930975;0.464159;
0.878319;0.0906214;0.454591;
0.878329;0.0877877;0.443581;
0.878339;0.0846075;0.431172;
0.878349;0.0810934;0.417413;
0.878359;0.0772593;0.40236;
0.878369;0.0731202;0.38607;
0.878379;0.0686926;0.368608;
0.878389;0.0639939;0.350044;
0.878399;0.0590426;0.330451;
0.878409;0.0538584;0.309905;
0.878419;0.0484615;0.288488;
0.878429;0.0428735;0.266284;
0.878439;0.0371162;0.243382;
0.878449;0.0312124;0.219871;
0.878459;0.0251855;0.195844;
0.878469;0.0190591;0.171396;
0.878479;0.0128575;0.146624;
0.878489;0.00660524;0.121625;
0.878499;0.000326864;0.0964983;
0.878509;-0.0059528;0.0713425;
0.878519;-0.012209;0.0462572;
0.878529;-0.018417;0.0213412;
0.878539;-0.0245523;-0.00330702;
0.878549;-0.0305907;-0.0275902;
0.878559;-0.0365083;-0.0514126;
0.878569;-0.0422819;-0.07468;
0.878579;-0.0478887;-0.0973008;
0.878589;-0.0533064;-0.119186;
0.878599;-0.0585138;-0.140248;
0.878609;-0.0634902;-0.160405;
0.878619;-0.0682161;-0.179577;
0.878629;-0.0726727;-0.197689;
0.878639;-0.0768426;-0.214668;
0.878649;-0.0807091;-0.230448;
0.878659;-0.0842572;-0.244966;
0.878669;-0.0874727;-0.258166;
0.878679;-0.090343;-0.269995;
0.878689;-0.0928568;-0.280407;
0.878699;-0.0950041;-0.28936;
0.878709;-0.0967765;-0.296819;
0.878719;-0.098167;-0.302754;
0.878729;-0.09917;-0.307143;
0.878739;-0.0997816;-0.309968;
0.878749;-0.0999995;-0.311217;
0.878759;-0.0998227;-0.310886;
0.878769;-0.0992519;-0.308977;
0.878779;-0.0982894;-0.305496;
0.878789;-0.0969391;-0.300457;
0.878799;-0.0952062;-0.293881;
0.878809;-0.0930975;-0.285792;
0.878819;-0.0906214;-0.276224;
0.878829;-0.0877877;-0.265214;
0.878839;-0.0846075;-0.252806;
0.878849;-0.0810934;-0.239047;
0.878859;-0.0772593;-0.223993;
0.878869;-0.0731202;-0.207704;
0.878879;-0.0686926;-0.190242;
0.878889;-0.0639939;-0.171678;
0.878899;-0.0590426;-0.152084;
0.878909;-0.0538584;-0.131538;
0.878919;-0.0484615;-0.110121;
0.878929;-0.0428735;-0.0879179;
0.878939;-0.0371162;-0.0650154;
0.878949;-0.0312124;-0.0415044;
0.878959;-0.0251855;-0.0174776;
0.878969;-0.0190591;0.00697009;
0.878979;-0.0128575;0.0317423;
0.878989;-0.00660524;0.0567411;
0.878999;-0.000326864;0.081868;
0.879009;0.0059528;0.107024;
0.879019;0.012209;0.132109;
0.879029;0.018417;0.157025;
0.879039;0.0245523;0.181673;
0.879049;0.0305907;0.205957;
0.879059;0.0365083;0.229779;
0.879069;0.0422819;0.253046;
0.879079;0.0478887;0.275667;
0.879089;0.0533064;0.297552;
0.879099;0.0585138;0.318614;
0.879109;0.0634902;0.338771;
0.879119;0.0682161;0.357944;
0.879129;0.0726727;0.376055;
0.879139;0.0768426;0.393034;
0.879149;0.0807091;0.408814;
0.879159;0.0842572;0.423333;
0.879169;0.0874727;0.436532;
0.879179;0.090343;0.448362;
0.879189;0.0928568;0.458773;
0.879199;0.0950041;0.467726;
0.879209;0.0967765;0.475185;
0.879219;0.098167;0.481121;
0.879229;0.09917;0.485509;
0.879239;0.0997816;0.488334;
0.879249;0.0999995;0.489583;
0.879259;0.0998227;0.489253;
0.879269;0.0992519;0.487343;
0.879279;0.0982894;0.483862;
0.879289;0.0969391;0.478823;
0.879299;0.0952062;0.472247;
0.879309;0.0930975;0.464159;
0.879319;0.0906214;0.454591;
0.879329;0.0877877;0.443581;
0.879339;0.0846075;0.431172;
0.879349;0.0810934;0.417413;
0.879359;0.0772593;0.40236;
0.879369;0.0731202;0.38607;
0.879379;0.0686926;0.368608;
0.879389;0.0639939;0.350044;
0.879399;0.0590426;0.330451;
0.879409;0.0538584;0.309905;
0.879419;0.0484615;0.288488;
0.879429;0.0428735;0.266284;
0.879439;0.0371162;0.243382;
0.879449;0.0312124;0.219871;
0.879459;0.0251855;0.195844;
0.879469;0.0190591;0.171396;
0.879479;0.0128575;0.146624;
0.879489;0.00660524;0.121625;
0.879499;0.000326864;0.0964983;
0.879509;-0.0059528;0.0713425;
0.879519;-0.012209;0.0462572;
0.879529;-0.018417;0.0213412;
0.879539;-0.0245523;-0.00330702;
0.879549;-0.0305907;-0.0275902;
0.879559;-0.0365083;-0.0514126;
0.879569;-0.0422819;-0.07468;
0.879579;-0.0478887;-0.0973008;
0.879589;-0.0533064;-0.119186;
0.879599;-0.0585138;-0.140248;
0.879609;-0.0634902;-0.160405;
0.879619;-0.0682161;-0.179577;
0.879629;-0.0726727;-0.197689;
0.879639;-0.0768426;-0.214668;
0.879649;-0.0807091;-0.230448;
0.879659;-0.0842572;-0.244966;
0.879669;-0.0874727;-0.258166;
0.879679;-0.090343;-0.269995;
0.879689;-0.0928568;-0.280407;
0.879699;-0.0950041;-0.28936;
0.879709;-0.0967765;-0.296819;
0.879719;-0.098167;-0.302754;
0.879729;-0.09917;-0.307143;
0.879739;-0.0997816;-0.309968;
0.879749;-0.0999995;-0.311217;
0.879759;-0.0998227;-0.310886;
0.879769;-0.0992519;-0.308977;
0.879779;-0.0982894;-0.305496;
0.879789;-0.0969391;-0.300457;
0.879799;-0.0952062;-0.293881;
0.879809;-0.0930975;-0.285792;
0.879819;-0.0906214;-0.276224;
0.879829;-0.0877877;-0.265214;
0.879839;-0.0846075;-0.252806;
0.879849;-0.0810934;-0.239047;
0.879859;-0.0772593;-0.223993;
0.879869;-0.0731202;-0.207704;
0.879879;-0.0686926;-0.190242;
0.879889;-0.0639939;-0.171678;
0.879899;-0.0590426;-0.152084;
0.879909;-0.0538584;-0.131538;
0.879919;-0.0484615;-0.110121;
0.879929;-0.0428735;-0.0879179;
0.879939;-0.0371162;-0.0650154;
0.879949;-0.0312124;-0.0415044;
0.879959;-0.0251855;-0.0174776;
0.879969;-0.0190591;0.00697009;
0.879979;-0.0128575;0.0317423;
0.879989;-0.00660524;0.0567411;
0.879999;-0.000326864;0.081868;
0.880009;0.0059528;0.107024;
0.880019;0.012209;0.132109;
0.880029;0.018417;0.157025;
0.880039;0.0245523;0.181673;
0.880049;0.0305907;0.205957;
0.880059;0.0365083;0.229779;
0.880069;0.0422819;0.253046;
0.880079;0.0478887;0.275667;
0.880089;0.0533064;0.297552;
0.880099;0.0585138;0.318614;
0.880109;0.0634902;0.338771;
0.880119;0.0682161;0.357944;
0.880129;0.0726727;0.376055;
0.880139;0.0768426;0.393034;
0.880149;0.0807091;0.408814;
0.880159;0.0842572;0.423333;
0.880169;0.0874727;0.436532;
0.880179;0.090343;0.448362;
0.880189;0.0928568;0.458773;
0.880199;0.0950041;0.467726;
0.880209;0.0967765;0.475185;
0.880219;0.098167;0.481121;
0.880229;0.09917;0.485509;
0.880239;0.0997816;0.488334;
0.880249;0.0999995;0.489583;
0.880259;0.0998227;0.489253;
0.880269;0.0992519;0.487343;
0.880279;0.0982894;0.483862;
0.880289;0.0969391;0.478823;
0.880299;0.0952062;0.472247;
0.880309;0.0930975;0.464159;
0.880319;0.0906214;0.454591;
0.880329;0.0877877;0.443581;
0.880339;0.0846075;0.431172;
0.880349;0.0810934;0.417413;
0.880359;0.0772593;0.40236;
0.880369;0.0731202;0.38607;
0.880379;0.0686926;0.368608;
0.880389;0.0639939;0.350044;
0.880399;0.0590426;0.330451;
0.880409;0.0538584;0.309905;
0.880419;0.0484615;0.288488;
0.880429;0.0428735;0.266284;
0.880439;0.0371162;0.243382;
0.880449;0.0312124;0.219871;
0.880459;0.0251855;0.195844;
0.880469;0.0190591;0.171396;
0.880479;0.0128575;0.146624;
0.880489;0.00660524;0.121625;
0.880499;0.000326864;0.0964983;
0.880509;-0.0059528;0.0713425;
0.880519;-0.012209;0.0462572;
0.880529;-0.018417;0.0213412;
0.880539;-0.0245523;-0.00330702;
0.880549;-0.0305907;-0.0275902;
0.880559;-0.0365083;-0.0514126;
0.880569;-0.0422819;-0.07468;
0.880579;-0.0478887;-0.0973008;
0.880589;-0.0533064;-0.119186;
0.880599;-0.0585138;-0.140248;
0.880609;-0.0634902;-0.160405;
0.880619;-0.0682161;-0.179577;
0.880629;-0.0726727;-0.197689;
0.880639;-0.0768426;-0.214668;
0.880649;-0.0807091;-0.230448;
0.880659;-0.0842572;-0.244966;
0.880669;-0.0874727;-0.258166;
0.880679;-0.090343;-0.269995;
0.880689;-0.0928568;-0.280407;
0.880699;-0.0950041;-0.28936;
0.880709;-0.0967765;-0.296819;
0.880719;-0.098167;-0.302754;
0.880729;-0.09917;-0.307143;
0.880739;-0.0997816;-0.309968;
0.880749;-0.0999995;-0.311217;
0.880759;-0.0998227;-0.310886;
0.880769;-0.0992519;-0.308977;
0.880779;-0.0982894;-0.305496;
0.880789;-0.0969391;-0.300457;
0.880799;-0.0952062;-0.293881;
0.880809;-0.0930975;-0.285792;
0.880819;-0.0906214;-0.276224;
0.880829;-0.0877877;-0.265214;
0.880839;-0.0846075;-0.252806;
0.880849;-0.0810934;-0.239047;
0.880859;-0.0772593;-0.223993;
0.880869;-0.0731202;-0.207704;
0.880879;-0.0686926;-0.190242;
0.880889;-0.0639939;-0.171678;
0.880899;-0.0590426;-0.152084;
0.880909;-0.0538584;-0.131538;
0.880919;-0.0484615;-0.110121;
0.880929;-0.0428735;-0.0879179;
0.880939;-0.0371162;-0.0650154;
0.880949;-0.0312124;-0.0415044;
0.880959;-0.0251855;-0.0174776;
0.880969;-0.0190591;0.00697009;
0.880979;-0.0128575;0.0317423;
0.880989;-0.00660524;0.0567411;
0.880999;-0.000326864;0.081868;
0.881009;0.0059528;0.107024;
0.881019;0.012209;0.132109;
0.881029;0.018417;0.157025;
0.881039;0.0245523;0.181673;
0.881049;0.0305907;0.205957;
0.881059;0.0365083;0.229779;
0.881069;0.0422819;0.253046;
0.881079;0.0478887;0.275667;
0.881089;0.0533064;0.297552;
0.881099;0.0585138;0.318614;
0.881109;0.0634902;0.338771;
0.881119;0.0682161;0.357944;
0.881129;0.0726727;0.376055;
0.881139;0.0768426;0.393034;
0.881149;0.0807091;0.408814;
0.881159;0.0842572;0.423333;
0.881169;0.0874727;0.436532;
0.881179;0.090343;0.448362;
0.881189;0.0928568;0.458773;
0.881199;0.0950041;0.467726;
0.881209;0.0967765;0.475185;
0.881219;0.098167;0.481121;
0.881229;0.09917;0.485509;
0.881239;0.0997816;0.488334;
0.881249;0.0999995;0.489583;
0.881259;0.0998227;0.489253;
0.881269;0.0992519;0.487343;
0.881279;0.0982894;0.483862;
0.881289;0.0969391;0.478823;
0.881299;0.0952062;0.472247;
0.881309;0.0930975;0.464159;
0.881319;0.0906214;0.454591;
0.881329;0.0877877;0.443581;
0.881339;0.0846075;0.431172;
0.881349;0.0810934;0.417413;
0.881359;0.0772593;0.40236;
0.881369;0.0731202;0.38607;
0.881379;0.0686926;0.368608;
0.881389;0.0639939;0.350044;
0.881399;0.0590426;0.330451;
0.881409;0.0538584;0.309905;
0.881419;0.0484615;0.288488;
0.881429;0.0428735;0.266284;
0.881439;0.0371162;0.243382;
0.881449;0.0312124;0.219871;
0.881459;0.0251855;0.195844;
0.881469;0.0190591;0.171396;
0.881479;0.0128575;0.146624;
0.881489;0.00660524;0.121625;
0.881499;0.000326864;0.0964983;
0.881509;-0.0059528;0.0713425;
0.881519;-0.012209;0.0462572;
0.881529;-0.018417;0.0213412;
0.881539;-0.0245523;-0.00330702;
0.881549;-0.0305907;-0.0275902;
0.881559;-0.0365083;-0.0514126;
0.881569;-0.0422819;-0.07468;
0.881579;-0.0478887;-0.0973008;
0.881589;-0.0533064;-0.119186;
0.881599;-0.0585138;-0.140248;
0.881609;-0.0634902;-0.160405;
0.881619;-0.0682161;-0.179577;
0.881629;-0.0726727;-0.197689;
0.881639;-0.0768426;-0.214668;
0.881649;-0.0807091;-0.230448;
0.881659;-0.0842572;-0.244966;
0.881669;-0.0874727;-0.258166;
0.881679;-0.090343;-0.269995;
0.881689;-0.0928568;-0.280407;
0.881699;-0.0950041;-0.28936;
0.881709;-0.0967765;-0.296819;
0.881719;-0.098167;-0.302754;
0.881729;-0.09917;-0.307143;
0.881739;-0.0997816;-0.309968;
0.881749;-0.0999995;-0.311217;
0.881759;-0.0998227;-0.310886;
0.881769;-0.0992519;-0.308977;
0.881779;-0.0982894;-0.305496;
0.881789;-0.0969391;-0.300457;
0.881799;-0.0952062;-0.293881;
0.881809;-0.0930975;-0.285792;
0.881819;-0.0906214;-0.276224;
0.881829;-0.0877877;-0.265214;
0.881839;-0.0846075;-0.252806;
0.881849;-0.0810934;-0.239047;
0.881859;-0.0772593;-0.223993;
0.881869;-0.0731202;-0.207704;
0.881879;-0.0686926;-0.190242;
0.881889;-0.0639939;-0.171678;
0.881899;-0.0590426;-0.152084;
0.881909;-0.0538584;-0.131538;
0.881919;-0.0484615;-0.110121;
0.881929;-0.0428735;-0.0879179;
0.881939;-0.0371162;-0.0650154;
0.881949;-0.0312124;-0.0415044;
0.881959;-0.0251855;-0.0174776;
0.881969;-0.0190591;0.00697009;
0.881979;-0.0128575;0.0317423;
0.881989;-0.00660524;0.0567411;
0.881999;-0.000326864;0.081868;
0.882009;0.0059528;0.107024;
0.882019;0.012209;0.132109;
0.882029;0.018417;0.157025;
0.882039;0.0245523;0.181673;
0.882049;0.0305907;0.205957;
0.882059;0.0365083;0.229779;
0.882069;0.0422819;0.253046;
0.882079;0.0478887;0.275667;
0.882089;0.0533064;0.297552;
0.882099;0.0585138;0.318614;
0.882109;0.0634902;0.338771;
0.882119;0.0682161;0.357943;
0.882129;0.0726727;0.376055;
0.882139;0.0768426;0.393034;
0.882149;0.0807091;0.408814;
0.882159;0.0842572;0.423333;
0.882169;0.0874727;0.436532;
0.882179;0.090343;0.448362;
0.882189;0.0928568;0.458773;
0.882199;0.0950041;0.467726;
0.882209;0.0967765;0.475185;
0.882219;0.098167;0.481121;
0.882229;0.09917;0.485509;
0.882239;0.0997816;0.488334;
0.882249;0.0999995;0.489583;
0.882259;0.0998227;0.489253;
0.882269;0.0992519;0.487343;
0.882279;0.0982894;0.483862;
0.882289;0.0969391;0.478823;
0.882299;0.0952062;0.472247;
0.882309;0.0930975;0.464159;
0.882319;0.0906214;0.454591;
0.882329;0.0877877;0.443581;
0.882339;0.0846075;0.431172;
0.882349;0.0810934;0.417413;
0.882359;0.0772593;0.40236;
0.882369;0.0731202;0.38607;
0.882379;0.0686926;0.368608;
0.882389;0.0639939;0.350044;
0.882399;0.0590426;0.330451;
0.882409;0.0538584;0.309905;
0.882419;0.0484615;0.288488;
0.882429;0.0428735;0.266284;
0.882439;0.0371162;0.243382;
0.882449;0.0312124;0.219871;
0.882459;0.0251855;0.195844;
0.882469;0.0190591;0.171396;
0.882479;0.0128575;0.146624;
0.882489;0.00660524;0.121625;
0.882499;0.000326864;0.0964983;
0.882509;-0.0059528;0.0713425;
0.882519;-0.012209;0.0462571;
0.882529;-0.018417;0.0213412;
0.882539;-0.0245523;-0.00330702;
0.882549;-0.0305907;-0.0275902;
0.882559;-0.0365083;-0.0514126;
0.882569;-0.0422819;-0.07468;
0.882579;-0.0478887;-0.0973008;
0.882589;-0.0533064;-0.119186;
0.882599;-0.0585138;-0.140248;
0.882609;-0.0634902;-0.160405;
0.882619;-0.0682161;-0.179577;
0.882629;-0.0726727;-0.197689;
0.882639;-0.0768426;-0.214668;
0.882649;-0.0807091;-0.230448;
0.882659;-0.0842572;-0.244966;
0.882669;-0.0874727;-0.258166;
0.882679;-0.090343;-0.269995;
0.882689;-0.0928568;-0.280407;
0.882699;-0.0950041;-0.28936;
0.882709;-0.0967765;-0.296819;
0.882719;-0.098167;-0.302754;
0.882729;-0.09917;-0.307143;
0.882739;-0.0997816;-0.309968;
0.882749;-0.0999995;-0.311217;
0.882759;-0.0998227;-0.310886;
0.882769;-0.0992519;-0.308977;
0.882779;-0.0982894;-0.305496;
0.882789;-0.0969391;-0.300457;
0.882799;-0.0952062;-0.293881;
0.882809;-0.0930975;-0.285792;
0.882819;-0.0906214;-0.276224;
0.882829;-0.0877877;-0.265214;
0.882839;-0.0846075;-0.252806;
0.882849;-0.0810934;-0.239047;
0.882859;-0.0772593;-0.223993;
0.882869;-0.0731202;-0.207704;
0.882879;-0.0686926;-0.190242;
0.882889;-0.0639939;-0.171678;
0.882899;-0.0590426;-0.152084;
0.882909;-0.0538584;-0.131538;
0.882919;-0.0484615;-0.110121;
0.882929;-0.0428735;-0.0879179;
0.882939;-0.0371162;-0.0650154;
0.882949;-0.0312124;-0.0415044;
0.882959;-0.0251855;-0.0174776;
0.882969;-0.0190591;0.00697009;
0.882979;-0.0128575;0.0317423;
0.882989;-0.00660524;0.0567411;
0.882999;-0.000326864;0.081868;
0.883009;0.0059528;0.107024;
0.883019;0.012209;0.132109;
0.883029;0.018417;0.157025;
0.883039;0.0245523;0.181673;
0.883049;0.0305907;0.205957;
0.883059;0.0365083;0.229779;
0.883069;0.0422819;0.253046;
0.883079;0.0478887;0.275667;
0.883089;0.0533064;0.297552;
0.883099;0.0585138;0.318614;
0.883109;0.0634902;0.338771;
0.883119;0.0682161;0.357943;
0.883129;0.0726727;0.376055;
0.883139;0.0768426;0.393034;
0.883149;0.0807091;0.408814;
0.883159;0.0842572;0.423333;
0.883169;0.0874727;0.436532;
0.883179;0.090343;0.448362;
0.883189;0.0928568;0.458773;
0.883199;0.0950041;0.467726;
0.883209;0.0967765;0.475185;
0.883219;0.098167;0.481121;
0.883229;0.09917;0.485509;
0.883239;0.0997816;0.488334;
0.883249;0.0999995;0.489583;
0.883259;0.0998227;0.489253;
0.883269;0.0992519;0.487343;
0.883279;0.0982894;0.483862;
0.883289;0.0969391;0.478823;
0.883299;0.0952062;0.472247;
0.883309;0.0930975;0.464159;
0.883319;0.0906214;0.454591;
0.883329;0.0877877;0.443581;
0.883339;0.0846075;0.431172;
0.883349;0.0810934;0.417413;
0.883359;0.0772593;0.40236;
0.883369;0.0731202;0.38607;
0.883379;0.0686926;0.368608;
0.883389;0.0639939;0.350044;
0.883399;0.0590426;0.330451;
0.883409;0.0538584;0.309905;
0.883419;0.0484615;0.288488;
0.883429;0.0428735;0.266284;
0.883439;0.0371162;0.243382;
0.883449;0.0312124;0.219871;
0.883459;0.0251855;0.195844;
0.883469;0.0190591;0.171396;
0.883479;0.0128575;0.146624;
0.883489;0.00660524;0.121625;
0.883499;0.000326864;0.0964983;
0.883509;-0.0059528;0.0713425;
0.883519;-0.012209;0.0462571;
0.883529;-0.018417;0.0213412;
0.883539;-0.0245523;-0.00330702;
0.883549;-0.0305907;-0.0275902;
0.883559;-0.0365083;-0.0514126;
0.883569;-0.0422819;-0.07468;
0.883579;-0.0478887;-0.0973008;
0.883589;-0.0533064;-0.119186;
0.883599;-0.0585138;-0.140248;
0.883609;-0.0634902;-0.160405;
0.883619;-0.0682161;-0.179577;
0.883629;-0.0726727;-0.197689;
0.883639;-0.0768426;-0.214668;
0.883649;-0.0807091;-0.230448;
0.883659;-0.0842572;-0.244966;
0.883669;-0.0874727;-0.258166;
0.883679;-0.090343;-0.269995;
0.883689;-0.0928568;-0.280407;
0.883699;-0.0950041;-0.28936;
0.883709;-0.0967765;-0.296819;
0.883719;-0.098167;-0.302754;
0.883729;-0.09917;-0.307143;
0.883739;-0.0997816;-0.309968;
0.883749;-0.0999995;-0.311217;
0.883759;-0.0998227;-0.310886;
0.883769;-0.0992519;-0.308977;
0.883779;-0.0982894;-0.305496;
0.883789;-0.0969391;-0.300457;
0.883799;-0.0952062;-0.293881;
0.883809;-0.0930975;-0.285792;
0.883819;-0.0906214;-0.276224;
0.883829;-0.0877877;-0.265214;
0.883839;-0.0846075;-0.252806;
0.883849;-0.0810934;-0.239047;
0.883859;-0.0772593;-0.223993;
0.883869;-0.0731202;-0.207704;
0.883879;-0.0686926;-0.190242;
0.883889;-0.0639939;-0.171678;
0.883899;-0.0590426;-0.152084;
0.883909;-0.0538584;-0.131538;
0.883919;-0.0484615;-0.110121;
0.883929;-0.0428735;-0.0879179;
0.883939;-0.0371162;-0.0650154;
0.883949;-0.0312124;-0.0415044;
0.883959;-0.0251855;-0.0174776;
0.883969;-0.0190591;0.00697008;
0.883979;-0.0128575;0.0317423;
0.883989;-0.00660524;0.0567411;
0.883999;-0.000326864;0.081868;
0.884009;0.0059528;0.107024;
0.884019;0.012209;0.132109;
0.884029;0.018417;0.157025;
0.884039;0.0245523;0.181673;
0.884049;0.0305907;0.205957;
0.884059;0.0365083;0.229779;
0.884069;0.0422819;0.253046;
0.884079;0.0478887;0.275667;
0.884089;0.0533064;0.297552;
0.884099;0.0585138;0.318614;
0.884109;0.0634902;0.338771;
0.884119;0.0682161;0.357943;
0.884129;0.0726727;0.376055;
0.884139;0.0768426;0.393034;
0.884149;0.0807091;0.408814;
0.884159;0.0842572;0.423333;
0.884169;0.0874727;0.436532;
0.884179;0.090343;0.448362;
0.884189;0.0928568;0.458773;
0.884199;0.0950041;0.467726;
0.884209;0.0967765;0.475185;
0.884219;0.098167;0.481121;
0.884229;0.09917;0.485509;
0.884239;0.0997816;0.488334;
0.884249;0.0999995;0.489583;
0.884259;0.0998227;0.489253;
0.884269;0.0992519;0.487343;
0.884279;0.0982894;0.483862;
0.884289;0.0969391;0.478823;
0.884299;0.0952062;0.472247;
0.884309;0.0930975;0.464159;
0.884319;0.0906214;0.454591;
0.884329;0.0877877;0.443581;
0.884339;0.0846075;0.431172;
0.884349;0.0810934;0.417413;
0.884359;0.0772593;0.40236;
0.884369;0.0731202;0.38607;
0.884379;0.0686926;0.368608;
0.884389;0.0639939;0.350044;
0.884399;0.0590426;0.330451;
0.884409;0.0538584;0.309905;
0.884419;0.0484615;0.288488;
0.884429;0.0428735;0.266284;
0.884439;0.0371162;0.243382;
0.884449;0.0312124;0.219871;
0.884459;0.0251855;0.195844;
0.884469;0.0190591;0.171396;
0.884479;0.0128575;0.146624;
0.884489;0.00660524;0.121625;
0.884499;0.000326864;0.0964983;
0.884509;-0.0059528;0.0713425;
0.884519;-0.012209;0.0462571;
0.884529;-0.018417;0.0213412;
0.884539;-0.0245523;-0.00330702;
0.884549;-0.0305907;-0.0275902;
0.884559;-0.0365083;-0.0514126;
0.884569;-0.0422819;-0.07468;
0.884579;-0.0478887;-0.0973008;
0.884589;-0.0533064;-0.119186;
0.884599;-0.0585138;-0.140248;
0.884609;-0.0634902;-0.160405;
0.884619;-0.0682161;-0.179577;
0.884629;-0.0726727;-0.197689;
0.884639;-0.0768426;-0.214668;
0.884649;-0.0807091;-0.230448;
0.884659;-0.0842572;-0.244966;
0.884669;-0.0874727;-0.258166;
0.884679;-0.090343;-0.269995;
0.884689;-0.0928568;-0.280407;
0.884699;-0.0950041;-0.28936;
0.884709;-0.0967765;-0.296819;
0.884719;-0.098167;-0.302754;
0.884729;-0.09917;-0.307143;
0.884739;-0.0997816;-0.309968;
0.884749;-0.0999995;-0.311217;
0.884759;-0.0998227;-0.310886;
0.884769;-0.0992519;-0.308977;
0.884779;-0.0982894;-0.305496;
0.884789;-0.0969391;-0.300457;
0.884799;-0.0952062;-0.293881;
0.884809;-0.0930975;-0.285792;
0.884819;-0.0906214;-0.276224;
0.884829;-0.0877877;-0.265214;
0.884839;-0.0846075;-0.252806;
0.884849;-0.0810934;-0.239047;
0.884859;-0.0772593;-0.223993;
0.884869;-0.0731202;-0.207704;
0.884879;-0.0686926;-0.190242;
0.884889;-0.0639939;-0.171678;
0.884899;-0.0590426;-0.152084;
0.884909;-0.0538584;-0.131538;
0.884919;-0.0484615;-0.110121;
0.884929;-0.0428735;-0.0879179;
0.884939;-0.0371162;-0.0650154;
0.884949;-0.0312124;-0.0415044;
0.884959;-0.0251855;-0.0174776;
0.884969;-0.0190591;0.00697008;
0.884979;-0.0128575;0.0317423;
0.884989;-0.00660524;0.0567411;
0.884999;-0.000326864;0.081868;
0.885009;0.0059528;0.107024;
0.885019;0.012209;0.132109;
0.885029;0.018417;0.157025;
0.885039;0.0245523;0.181673;
0.885049;0.0305907;0.205957;
0.885059;0.0365083;0.229779;
0.885069;0.0422819;0.253046;
0.885079;0.0478887;0.275667;
0.885089;0.0533064;0.297552;
0.885099;0.0585138;0.318614;
0.885109;0.0634902;0.338771;
0.885119;0.0682161;0.357943;
0.885129;0.0726727;0.376055;
0.885139;0.0768426;0.393034;
0.885149;0.0807091;0.408814;
0.885159;0.0842572;0.423333;
0.885169;0.0874727;0.436532;
0.885179;0.090343;0.448362;
0.885189;0.0928568;0.458773;
0.885199;0.0950041;0.467726;
0.885209;0.0967765;0.475185;
0.885219;0.098167;0.48112;
0.885229;0.09917;0.485509;
0.885239;0.0997816;0.488334;
0.885249;0.0999995;0.489583;
0.885259;0.0998227;0.489253;
0.885269;0.0992519;0.487343;
0.885279;0.0982894;0.483862;
0.885289;0.0969391;0.478823;
0.885299;0.0952062;0.472247;
0.885309;0.0930975;0.464159;
0.885319;0.0906214;0.454591;
0.885329;0.0877877;0.443581;
0.885339;0.0846075;0.431172;
0.885349;0.0810934;0.417413;
0.885359;0.0772593;0.40236;
0.885369;0.0731202;0.38607;
0.885379;0.0686926;0.368608;
0.885389;0.0639939;0.350044;
