time;V(/OUT_N);V(/OUT_P);V(/OUT_SINGLE);V(/Vmid);
9.8481;6.83805;6.83396;8.38946;7.5;
9.84811;6.8464;6.84245;8.49169;7.5;
9.84812;6.85433;6.85054;8.58996;7.5;
9.84813;6.86181;6.85819;8.68389;7.5;
9.84814;6.86881;6.86537;8.7731;7.5;
9.84815;6.8753;6.87206;8.85724;7.5;
9.84816;6.88126;6.87823;8.93599;7.5;
9.84817;6.88666;6.88385;9.00902;7.5;
9.84818;6.89148;6.8889;9.07606;7.5;
9.84819;6.8957;6.89337;9.13683;7.5;
9.8482;6.89931;6.89723;9.19111;7.5;
9.84821;6.90229;6.90047;9.23867;7.5;
9.84822;6.90463;6.90308;9.27933;7.5;
9.84823;6.90632;6.90504;9.31293;7.5;
9.84824;6.90735;6.90635;9.33933;7.5;
9.84825;6.90772;6.90701;9.35844;7.5;
9.84826;6.90743;6.90701;9.37018;7.5;
9.84827;6.90648;6.90634;9.37449;7.5;
9.84828;6.90488;6.90502;9.37138;7.5;
9.84829;6.90262;6.90305;9.36084;7.5;
9.8483;6.89972;6.90044;9.34291;7.5;
9.84831;6.89619;6.89719;9.31768;7.5;
9.84832;6.89204;6.89333;9.28523;7.5;
9.84833;6.8873;6.88886;9.2457;7.5;
9.84834;6.88197;6.8838;9.19924;7.5;
9.84835;6.87608;6.87817;9.14604;7.5;
9.84836;6.86966;6.872;9.08629;7.5;
9.84837;6.86272;6.8653;9.02025;7.5;
9.84838;6.8553;6.85811;8.94816;7.5;
9.84839;6.84742;6.85046;8.87032;7.5;
9.8484;6.83912;6.84237;8.78702;7.5;
9.84841;6.83042;6.83387;8.69861;7.5;
9.84842;6.82137;6.825;8.60541;7.5;
9.84843;6.812;6.8158;8.50782;7.5;
9.84844;6.80234;6.8063;8.4062;7.5;
9.84845;6.79244;6.79653;8.30096;7.5;
9.84846;6.78233;6.78654;8.19251;7.5;
9.84847;6.77205;6.77637;8.08129;7.5;
9.84848;6.76165;6.76606;7.96773;7.5;
9.84849;6.75116;6.75564;7.85228;7.5;
9.8485;6.74062;6.74516;7.7354;7.5;
9.84851;6.73008;6.73465;7.61755;7.5;
9.84852;6.71959;6.72417;7.49919;7.5;
9.84853;6.70917;6.71375;7.38079;7.5;
9.84854;6.69887;6.70344;7.26283;7.5;
9.84855;6.68874;6.69327;7.14576;7.5;
9.84856;6.67881;6.68328;7.03005;7.5;
9.84857;6.66912;6.67352;6.91615;7.5;
9.84858;6.65971;6.66402;6.80453;7.5;
9.84859;6.65061;6.65482;6.69561;7.5;
9.8486;6.64187;6.64596;6.58982;7.5;
9.84861;6.63352;6.63747;6.48759;7.5;
9.84862;6.62559;6.62938;6.38932;7.5;
9.84863;6.61811;6.62173;6.29539;7.5;
9.84864;6.61111;6.61455;6.20618;7.5;
9.84865;6.60462;6.60786;6.12204;7.5;
9.84866;6.59866;6.60169;6.0433;7.5;
9.84867;6.59326;6.59607;5.97026;7.5;
9.84868;6.58844;6.59102;5.90322;7.5;
9.84869;6.58422;6.58655;5.84245;7.5;
9.8487;6.58061;6.58269;5.78817;7.5;
9.84871;6.57763;6.57945;5.74061;7.5;
9.84872;6.5753;6.57685;5.69995;7.5;
9.84873;6.57361;6.57488;5.66635;7.5;
9.84874;6.57257;6.57357;5.63995;7.5;
9.84875;6.5722;6.57292;5.62084;7.5;
9.84876;6.57249;6.57292;5.6091;7.5;
9.84877;6.57344;6.57358;5.60479;7.5;
9.84878;6.57505;6.5749;5.6079;7.5;
9.84879;6.5773;6.57687;5.61845;7.5;
9.8488;6.5802;6.57948;5.63637;7.5;
9.84881;6.58373;6.58273;5.6616;7.5;
9.84882;6.58788;6.5866;5.69405;7.5;
9.84883;6.59262;6.59107;5.73358;7.5;
9.84884;6.59795;6.59613;5.78004;7.5;
9.84885;6.60384;6.60175;5.83324;7.5;
9.84886;6.61026;6.60793;5.89299;7.5;
9.84887;6.6172;6.61462;5.95903;7.5;
9.84888;6.62462;6.62181;6.03112;7.5;
9.84889;6.6325;6.62946;6.10896;7.5;
9.8489;6.6408;6.63755;6.19226;7.5;
9.84891;6.64949;6.64605;6.28067;7.5;
9.84892;6.65855;6.65492;6.37387;7.5;
9.84893;6.66792;6.66412;6.47146;7.5;
9.84894;6.67757;6.67362;6.57308;7.5;
9.84895;6.68748;6.68339;6.67832;7.5;
9.84896;6.69759;6.69337;6.78677;7.5;
9.84897;6.70787;6.70355;6.89799;7.5;
9.84898;6.71827;6.71386;7.01155;7.5;
9.84899;6.72876;6.72428;7.127;7.5;
9.849;6.7393;6.73476;7.24388;7.5;
9.84901;6.74983;6.74526;7.36173;7.5;
9.84902;6.76033;6.75574;7.48009;7.5;
9.84903;6.77075;6.76616;7.59849;7.5;
9.84904;6.78105;6.77648;7.71645;7.5;
9.84905;6.79118;6.78665;7.83352;7.5;
9.84906;6.80111;6.79663;7.94923;7.5;
9.84907;6.8108;6.8064;8.06313;7.5;
9.84908;6.82021;6.8159;8.17475;7.5;
9.84909;6.82931;6.8251;8.28368;7.5;
9.8491;6.83805;6.83396;8.38946;7.5;
9.84911;6.8464;6.84245;8.49169;7.5;
9.84912;6.85433;6.85054;8.58996;7.5;
9.84913;6.86181;6.85819;8.68389;7.5;
9.84914;6.86881;6.86537;8.7731;7.5;
9.84915;6.8753;6.87206;8.85724;7.5;
9.84916;6.88126;6.87823;8.93599;7.5;
9.84917;6.88666;6.88385;9.00902;7.5;
9.84918;6.89148;6.8889;9.07606;7.5;
9.84919;6.8957;6.89337;9.13683;7.5;
9.8492;6.89931;6.89723;9.19111;7.5;
9.84921;6.90229;6.90047;9.23867;7.5;
9.84922;6.90463;6.90308;9.27933;7.5;
9.84923;6.90632;6.90504;9.31293;7.5;
9.84924;6.90735;6.90635;9.33933;7.5;
9.84925;6.90772;6.90701;9.35844;7.5;
9.84926;6.90743;6.907;9.37018;7.5;
9.84927;6.90648;6.90634;9.37449;7.5;
9.84928;6.90488;6.90502;9.37138;7.5;
9.84929;6.90262;6.90305;9.36084;7.5;
9.8493;6.89972;6.90044;9.34291;7.5;
9.84931;6.89619;6.89719;9.31768;7.5;
9.84932;6.89204;6.89333;9.28523;7.5;
9.84933;6.8873;6.88885;9.2457;7.5;
9.84934;6.88197;6.88379;9.19924;7.5;
9.84935;6.87608;6.87817;9.14604;7.5;
9.84936;6.86966;6.87199;9.08629;7.5;
9.84937;6.86272;6.8653;9.02025;7.5;
9.84938;6.8553;6.85811;8.94816;7.5;
9.84939;6.84742;6.85046;8.87032;7.5;
9.8494;6.83912;6.84236;8.78702;7.5;
9.84941;6.83042;6.83387;8.69861;7.5;
9.84942;6.82137;6.825;8.60541;7.5;
9.84943;6.812;6.8158;8.50782;7.5;
9.84944;6.80234;6.8063;8.4062;7.5;
9.84945;6.79244;6.79653;8.30096;7.5;
9.84946;6.78233;6.78654;8.19251;7.5;
9.84947;6.77205;6.77637;8.08129;7.5;
9.84948;6.76165;6.76605;7.96773;7.5;
9.84949;6.75116;6.75564;7.85228;7.5;
9.8495;6.74062;6.74515;7.7354;7.5;
9.84951;6.73008;6.73465;7.61755;7.5;
9.84952;6.71958;6.72417;7.49919;7.5;
9.84953;6.70917;6.71375;7.38079;7.5;
9.84954;6.69887;6.70344;7.26283;7.5;
9.84955;6.68874;6.69327;7.14576;7.5;
9.84956;6.6788;6.68328;7.03005;7.5;
9.84957;6.66912;6.67352;6.91615;7.5;
9.84958;6.65971;6.66402;6.80453;7.5;
9.84959;6.65061;6.65482;6.69561;7.5;
9.8496;6.64187;6.64596;6.58982;7.5;
9.84961;6.63352;6.63747;6.48759;7.5;
9.84962;6.62559;6.62938;6.38932;7.5;
9.84963;6.61811;6.62173;6.29539;7.5;
9.84964;6.61111;6.61455;6.20618;7.5;
9.84965;6.60462;6.60786;6.12204;7.5;
9.84966;6.59866;6.60169;6.0433;7.5;
9.84967;6.59326;6.59607;5.97026;7.5;
9.84968;6.58844;6.59102;5.90322;7.5;
9.84969;6.58422;6.58655;5.84245;7.5;
9.8497;6.58061;6.58269;5.78817;7.5;
9.84971;6.57763;6.57945;5.74061;7.5;
9.84972;6.57529;6.57685;5.69995;7.5;
9.84973;6.57361;6.57488;5.66635;7.5;
9.84974;6.57257;6.57357;5.63995;7.5;
9.84975;6.5722;6.57291;5.62084;7.5;
9.84976;6.57249;6.57292;5.6091;7.5;
9.84977;6.57344;6.57358;5.60479;7.5;
9.84978;6.57505;6.5749;5.6079;7.5;
9.84979;6.5773;6.57687;5.61845;7.5;
9.8498;6.5802;6.57948;5.63637;7.5;
9.84981;6.58373;6.58273;5.6616;7.5;
9.84982;6.58788;6.58659;5.69405;7.5;
9.84983;6.59262;6.59107;5.73358;7.5;
9.84984;6.59795;6.59613;5.78004;7.5;
9.84985;6.60384;6.60175;5.83324;7.5;
9.84986;6.61026;6.60792;5.89299;7.5;
9.84987;6.6172;6.61462;5.95903;7.5;
9.84988;6.62462;6.62181;6.03112;7.5;
9.84989;6.6325;6.62946;6.10896;7.5;
9.8499;6.6408;6.63755;6.19226;7.5;
9.84991;6.64949;6.64605;6.28067;7.5;
9.84992;6.65854;6.65492;6.37387;7.5;
9.84993;6.66792;6.66412;6.47146;7.5;
9.84994;6.67757;6.67362;6.57308;7.5;
9.84995;6.68748;6.68339;6.67832;7.5;
9.84996;6.69759;6.69337;6.78677;7.5;
9.84997;6.70786;6.70355;6.89799;7.5;
9.84998;6.71827;6.71386;7.01155;7.5;
9.84999;6.72876;6.72428;7.127;7.5;
9.85;6.73929;6.73476;7.24388;7.5;
9.85001;6.74983;6.74526;7.36173;7.5;
9.85002;6.76033;6.75574;7.48009;7.5;
9.85003;6.77075;6.76616;7.59849;7.5;
9.85004;6.78105;6.77648;7.71645;7.5;
9.85005;6.79118;6.78665;7.83352;7.5;
9.85006;6.80111;6.79663;7.94923;7.5;
9.85007;6.8108;6.80639;8.06313;7.5;
9.85008;6.82021;6.81589;8.17475;7.5;
9.85009;6.8293;6.82509;8.28368;7.5;
9.8501;6.83804;6.83396;8.38946;7.5;
9.85011;6.8464;6.84245;8.49169;7.5;
9.85012;6.85433;6.85054;8.58996;7.5;
9.85013;6.86181;6.85819;8.68389;7.5;
9.85014;6.86881;6.86537;8.7731;7.5;
9.85015;6.8753;6.87206;8.85724;7.5;
9.85016;6.88126;6.87823;8.93599;7.5;
9.85017;6.88666;6.88385;9.00902;7.5;
9.85018;6.89148;6.8889;9.07606;7.5;
9.85019;6.8957;6.89337;9.13683;7.5;
9.8502;6.89931;6.89723;9.19111;7.5;
9.85021;6.90229;6.90047;9.23867;7.5;
9.85022;6.90463;6.90308;9.27933;7.5;
9.85023;6.90631;6.90504;9.31293;7.5;
9.85024;6.90735;6.90635;9.33933;7.5;
9.85025;6.90772;6.90701;9.35844;7.5;
9.85026;6.90743;6.907;9.37018;7.5;
9.85027;6.90648;6.90634;9.37449;7.5;
9.85028;6.90487;6.90502;9.37138;7.5;
9.85029;6.90262;6.90305;9.36084;7.5;
9.8503;6.89972;6.90044;9.34291;7.5;
9.85031;6.89619;6.89719;9.31768;7.5;
9.85032;6.89204;6.89332;9.28523;7.5;
9.85033;6.8873;6.88885;9.2457;7.5;
9.85034;6.88197;6.88379;9.19924;7.5;
9.85035;6.87608;6.87817;9.14604;7.5;
9.85036;6.86965;6.87199;9.08629;7.5;
9.85037;6.86272;6.8653;9.02025;7.5;
9.85038;6.8553;6.85811;8.94816;7.5;
9.85039;6.84742;6.85045;8.87032;7.5;
9.8504;6.83912;6.84236;8.78702;7.5;
9.85041;6.83042;6.83387;8.69861;7.5;
9.85042;6.82137;6.825;8.60541;7.5;
9.85043;6.812;6.8158;8.50782;7.5;
9.85044;6.80234;6.80629;8.4062;7.5;
9.85045;6.79244;6.79653;8.30096;7.5;
9.85046;6.78233;6.78654;8.19251;7.5;
9.85047;6.77205;6.77637;8.08129;7.5;
9.85048;6.76164;6.76605;7.96773;7.5;
9.85049;6.75115;6.75563;7.85228;7.5;
9.8505;6.74062;6.74515;7.7354;7.5;
9.85051;6.73008;6.73465;7.61755;7.5;
9.85052;6.71958;6.72417;7.49919;7.5;
9.85053;6.70917;6.71375;7.38079;7.5;
9.85054;6.69887;6.70344;7.26283;7.5;
9.85055;6.68874;6.69327;7.14576;7.5;
9.85056;6.6788;6.68328;7.03005;7.5;
9.85057;6.66911;6.67352;6.91615;7.5;
9.85058;6.6597;6.66402;6.80453;7.5;
9.85059;6.65061;6.65482;6.69561;7.5;
9.8506;6.64187;6.64596;6.58982;7.5;
9.85061;6.63352;6.63747;6.48759;7.5;
9.85062;6.62559;6.62938;6.38932;7.5;
9.85063;6.61811;6.62173;6.29539;7.5;
9.85064;6.61111;6.61455;6.20618;7.5;
9.85065;6.60462;6.60786;6.12204;7.5;
9.85066;6.59866;6.60169;6.0433;7.5;
9.85067;6.59326;6.59607;5.97026;7.5;
9.85068;6.58844;6.59102;5.90322;7.5;
9.85069;6.58422;6.58655;5.84245;7.5;
9.8507;6.58061;6.58269;5.78817;7.5;
9.85071;6.57763;6.57945;5.74061;7.5;
9.85072;6.57529;6.57684;5.69995;7.5;
9.85073;6.5736;6.57488;5.66635;7.5;
9.85074;6.57257;6.57357;5.63995;7.5;
9.85075;6.5722;6.57291;5.62084;7.5;
9.85076;6.57249;6.57292;5.6091;7.5;
9.85077;6.57344;6.57358;5.60479;7.5;
9.85078;6.57505;6.5749;5.6079;7.5;
9.85079;6.5773;6.57687;5.61845;7.5;
9.8508;6.5802;6.57948;5.63637;7.5;
9.85081;6.58373;6.58273;5.6616;7.5;
9.85082;6.58788;6.58659;5.69405;7.5;
9.85083;6.59262;6.59107;5.73358;7.5;
9.85084;6.59795;6.59612;5.78004;7.5;
9.85085;6.60384;6.60175;5.83324;7.5;
9.85086;6.61026;6.60792;5.89299;7.5;
9.85087;6.6172;6.61462;5.95903;7.5;
9.85088;6.62462;6.62181;6.03112;7.5;
9.85089;6.6325;6.62946;6.10896;7.5;
9.8509;6.6408;6.63755;6.19226;7.5;
9.85091;6.64949;6.64605;6.28067;7.5;
9.85092;6.65854;6.65491;6.37387;7.5;
9.85093;6.66791;6.66412;6.47146;7.5;
9.85094;6.67757;6.67362;6.57308;7.5;
9.85095;6.68747;6.68338;6.67832;7.5;
9.85096;6.69759;6.69337;6.78677;7.5;
9.85097;6.70786;6.70354;6.89799;7.5;
9.85098;6.71827;6.71386;7.01155;7.5;
9.85099;6.72876;6.72428;7.127;7.5;
9.851;6.73929;6.73476;7.24388;7.5;
9.85101;6.74983;6.74526;7.36173;7.5;
9.85102;6.76033;6.75574;7.48009;7.5;
9.85103;6.77075;6.76616;7.59849;7.5;
9.85104;6.78104;6.77648;7.71645;7.5;
9.85105;6.79118;6.78665;7.83352;7.5;
9.85106;6.80111;6.79663;7.94923;7.5;
9.85107;6.8108;6.80639;8.06313;7.5;
9.85108;6.82021;6.81589;8.17475;7.5;
9.85109;6.8293;6.82509;8.28368;7.5;
9.8511;6.83804;6.83396;8.38946;7.5;
9.85111;6.8464;6.84245;8.49169;7.5;
9.85112;6.85433;6.85054;8.58996;7.5;
9.85113;6.86181;6.85819;8.68389;7.5;
9.85114;6.86881;6.86537;8.7731;7.5;
9.85115;6.8753;6.87206;8.85724;7.5;
9.85116;6.88126;6.87823;8.93599;7.5;
9.85117;6.88666;6.88385;9.00902;7.5;
9.85118;6.89148;6.8889;9.07606;7.5;
9.85119;6.8957;6.89337;9.13683;7.5;
9.8512;6.89931;6.89723;9.19111;7.5;
9.85121;6.90229;6.90047;9.23867;7.5;
9.85122;6.90462;6.90307;9.27933;7.5;
9.85123;6.90631;6.90504;9.31293;7.5;
9.85124;6.90735;6.90635;9.33933;7.5;
9.85125;6.90772;6.907;9.35844;7.5;
9.85126;6.90743;6.907;9.37018;7.5;
9.85127;6.90648;6.90634;9.37449;7.5;
9.85128;6.90487;6.90502;9.37138;7.5;
9.85129;6.90262;6.90305;9.36084;7.5;
9.8513;6.89972;6.90044;9.34291;7.5;
9.85131;6.89619;6.89719;9.31768;7.5;
9.85132;6.89204;6.89332;9.28523;7.5;
9.85133;6.88729;6.88885;9.2457;7.5;
9.85134;6.88197;6.88379;9.19924;7.5;
9.85135;6.87608;6.87816;9.14604;7.5;
9.85136;6.86965;6.87199;9.08629;7.5;
9.85137;6.86272;6.8653;9.02025;7.5;
9.85138;6.85529;6.85811;8.94816;7.5;
9.85139;6.84742;6.85045;8.87032;7.5;
9.8514;6.83911;6.84236;8.78702;7.5;
9.85141;6.83042;6.83387;8.69861;7.5;
9.85142;6.82137;6.825;8.60541;7.5;
9.85143;6.812;6.8158;8.50782;7.5;
9.85144;6.80234;6.80629;8.4062;7.5;
9.85145;6.79244;6.79653;8.30096;7.5;
9.85146;6.78233;6.78654;8.19251;7.5;
9.85147;6.77205;6.77637;8.08129;7.5;
9.85148;6.76164;6.76605;7.96773;7.5;
9.85149;6.75115;6.75563;7.85228;7.5;
9.8515;6.74062;6.74515;7.7354;7.5;
9.85151;6.73008;6.73465;7.61755;7.5;
9.85152;6.71958;6.72417;7.49919;7.5;
9.85153;6.70916;6.71375;7.38079;7.5;
9.85154;6.69887;6.70344;7.26283;7.5;
9.85155;6.68873;6.69327;7.14576;7.5;
9.85156;6.6788;6.68328;7.03005;7.5;
9.85157;6.66911;6.67352;6.91615;7.5;
9.85158;6.6597;6.66402;6.80453;7.5;
9.85159;6.65061;6.65482;6.69561;7.5;
9.8516;6.64187;6.64596;6.58982;7.5;
9.85161;6.63352;6.63747;6.48759;7.5;
9.85162;6.62559;6.62938;6.38932;7.5;
9.85163;6.6181;6.62173;6.29539;7.5;
9.85164;6.61111;6.61454;6.20618;7.5;
9.85165;6.60461;6.60786;6.12204;7.5;
9.85166;6.59866;6.60169;6.0433;7.5;
9.85167;6.59326;6.59607;5.97026;7.5;
9.85168;6.58844;6.59101;5.90322;7.5;
9.85169;6.58422;6.58655;5.84245;7.5;
9.8517;6.58061;6.58269;5.78817;7.5;
9.85171;6.57763;6.57945;5.74061;7.5;
9.85172;6.57529;6.57684;5.69995;7.5;
9.85173;6.5736;6.57488;5.66635;7.5;
9.85174;6.57257;6.57357;5.63995;7.5;
9.85175;6.5722;6.57291;5.62084;7.5;
9.85176;6.57249;6.57292;5.6091;7.5;
9.85177;6.57344;6.57358;5.60479;7.5;
9.85178;6.57504;6.5749;5.6079;7.5;
9.85179;6.5773;6.57687;5.61845;7.5;
9.8518;6.5802;6.57948;5.63637;7.5;
9.85181;6.58373;6.58273;5.6616;7.5;
9.85182;6.58788;6.58659;5.69405;7.5;
9.85183;6.59262;6.59106;5.73358;7.5;
9.85184;6.59795;6.59612;5.78004;7.5;
9.85185;6.60384;6.60175;5.83324;7.5;
9.85186;6.61026;6.60792;5.89299;7.5;
9.85187;6.6172;6.61462;5.95903;7.5;
9.85188;6.62462;6.6218;6.03112;7.5;
9.85189;6.6325;6.62946;6.10896;7.5;
9.8519;6.6408;6.63755;6.19226;7.5;
9.85191;6.64949;6.64605;6.28067;7.5;
9.85192;6.65854;6.65491;6.37387;7.5;
9.85193;6.66791;6.66412;6.47146;7.5;
9.85194;6.67757;6.67362;6.57308;7.5;
9.85195;6.68747;6.68338;6.67832;7.5;
9.85196;6.69758;6.69337;6.78677;7.5;
9.85197;6.70786;6.70354;6.89799;7.5;
9.85198;6.71827;6.71386;7.01155;7.5;
9.85199;6.72876;6.72428;7.127;7.5;
9.852;6.73929;6.73476;7.24388;7.5;
9.85201;6.74983;6.74526;7.36173;7.5;
9.85202;6.76033;6.75574;7.48009;7.5;
9.85203;6.77075;6.76616;7.59849;7.5;
9.85204;6.78104;6.77647;7.71645;7.5;
9.85205;6.79118;6.78664;7.83352;7.5;
9.85206;6.80111;6.79663;7.94923;7.5;
9.85207;6.8108;6.80639;8.06313;7.5;
9.85208;6.82021;6.81589;8.17475;7.5;
9.85209;6.8293;6.82509;8.28368;7.5;
9.8521;6.83804;6.83395;8.38946;7.5;
9.85211;6.84639;6.84245;8.49169;7.5;
9.85212;6.85433;6.85053;8.58996;7.5;
9.85213;6.86181;6.85818;8.68389;7.5;
9.85214;6.86881;6.86537;8.7731;7.5;
9.85215;6.8753;6.87206;8.85724;7.5;
9.85216;6.88126;6.87822;8.93599;7.5;
9.85217;6.88666;6.88385;9.00902;7.5;
9.85218;6.89148;6.8889;9.07606;7.5;
9.85219;6.8957;6.89337;9.13683;7.5;
9.8522;6.89931;6.89723;9.19111;7.5;
9.85221;6.90228;6.90047;9.23867;7.5;
9.85222;6.90462;6.90307;9.27933;7.5;
9.85223;6.90631;6.90504;9.31293;7.5;
9.85224;6.90735;6.90635;9.33933;7.5;
9.85225;6.90772;6.907;9.35844;7.5;
9.85226;6.90743;6.907;9.37018;7.5;
9.85227;6.90648;6.90634;9.37449;7.5;
9.85228;6.90487;6.90502;9.37138;7.5;
9.85229;6.90261;6.90305;9.36084;7.5;
9.8523;6.89971;6.90044;9.34291;7.5;
9.85231;6.89619;6.89719;9.31768;7.5;
9.85232;6.89204;6.89332;9.28523;7.5;
9.85233;6.88729;6.88885;9.2457;7.5;
9.85234;6.88197;6.88379;9.19924;7.5;
9.85235;6.87608;6.87816;9.14604;7.5;
9.85236;6.86965;6.87199;9.08629;7.5;
9.85237;6.86271;6.8653;9.02025;7.5;
9.85238;6.85529;6.85811;8.94816;7.5;
9.85239;6.84742;6.85045;8.87032;7.5;
9.8524;6.83911;6.84236;8.78702;7.5;
9.85241;6.83042;6.83386;8.69861;7.5;
9.85242;6.82137;6.825;8.60541;7.5;
9.85243;6.812;6.81579;8.50782;7.5;
9.85244;6.80234;6.80629;8.4062;7.5;
9.85245;6.79244;6.79653;8.30096;7.5;
9.85246;6.78233;6.78654;8.19251;7.5;
9.85247;6.77205;6.77637;8.08129;7.5;
9.85248;6.76164;6.76605;7.96773;7.5;
9.85249;6.75115;6.75563;7.85228;7.5;
9.8525;6.74062;6.74515;7.7354;7.5;
9.85251;6.73008;6.73465;7.61755;7.5;
9.85252;6.71958;6.72417;7.49919;7.5;
9.85253;6.70916;6.71375;7.38079;7.5;
9.85254;6.69887;6.70344;7.26283;7.5;
9.85255;6.68873;6.69327;7.14576;7.5;
9.85256;6.6788;6.68328;7.03005;7.5;
9.85257;6.66911;6.67352;6.91615;7.5;
9.85258;6.6597;6.66402;6.80453;7.5;
9.85259;6.65061;6.65482;6.69561;7.5;
9.8526;6.64187;6.64596;6.58982;7.5;
9.85261;6.63352;6.63746;6.48759;7.5;
9.85262;6.62558;6.62938;6.38932;7.5;
9.85263;6.6181;6.62173;6.29539;7.5;
9.85264;6.6111;6.61454;6.20618;7.5;
9.85265;6.60461;6.60786;6.12204;7.5;
9.85266;6.59866;6.60169;6.0433;7.5;
9.85267;6.59326;6.59607;5.97026;7.5;
9.85268;6.58844;6.59101;5.90322;7.5;
9.85269;6.58422;6.58655;5.84245;7.5;
9.8527;6.58061;6.58269;5.78817;7.5;
9.85271;6.57763;6.57945;5.74061;7.5;
9.85272;6.57529;6.57684;5.69995;7.5;
9.85273;6.5736;6.57488;5.66635;7.5;
9.85274;6.57257;6.57357;5.63995;7.5;
9.85275;6.5722;6.57291;5.62084;7.5;
9.85276;6.57249;6.57291;5.6091;7.5;
9.85277;6.57344;6.57358;5.60479;7.5;
9.85278;6.57504;6.5749;5.6079;7.5;
9.85279;6.5773;6.57686;5.61845;7.5;
9.8528;6.5802;6.57948;5.63637;7.5;
9.85281;6.58373;6.58272;5.6616;7.5;
9.85282;6.58787;6.58659;5.69405;7.5;
9.85283;6.59262;6.59106;5.73358;7.5;
9.85284;6.59795;6.59612;5.78004;7.5;
9.85285;6.60383;6.60175;5.83324;7.5;
9.85286;6.61026;6.60792;5.89299;7.5;
9.85287;6.6172;6.61461;5.95903;7.5;
9.85288;6.62462;6.6218;6.03112;7.5;
9.85289;6.6325;6.62946;6.10896;7.5;
9.8529;6.6408;6.63755;6.19226;7.5;
9.85291;6.64949;6.64605;6.28067;7.5;
9.85292;6.65854;6.65491;6.37387;7.5;
9.85293;6.66791;6.66411;6.47146;7.5;
9.85294;6.67757;6.67362;6.57308;7.5;
9.85295;6.68747;6.68338;6.67832;7.5;
9.85296;6.69758;6.69337;6.78677;7.5;
9.85297;6.70786;6.70354;6.89799;7.5;
9.85298;6.71827;6.71386;7.01155;7.5;
9.85299;6.72876;6.72428;7.127;7.5;
9.853;6.73929;6.73476;7.24388;7.5;
9.85301;6.74983;6.74526;7.36173;7.5;
9.85302;6.76033;6.75574;7.48009;7.5;
9.85303;6.77075;6.76616;7.59849;7.5;
9.85304;6.78104;6.77647;7.71645;7.5;
9.85305;6.79118;6.78664;7.83352;7.5;
9.85306;6.80111;6.79663;7.94923;7.5;
9.85307;6.8108;6.80639;8.06313;7.5;
9.85308;6.82021;6.81589;8.17475;7.5;
9.85309;6.8293;6.82509;8.28368;7.5;
9.8531;6.83804;6.83395;8.38946;7.5;
9.85311;6.84639;6.84245;8.49169;7.5;
9.85312;6.85433;6.85053;8.58996;7.5;
9.85313;6.86181;6.85818;8.68389;7.5;
9.85314;6.86881;6.86537;8.7731;7.5;
9.85315;6.8753;6.87206;8.85724;7.5;
9.85316;6.88125;6.87822;8.93599;7.5;
9.85317;6.88665;6.88384;9.00902;7.5;
9.85318;6.89147;6.8889;9.07606;7.5;
9.85319;6.8957;6.89336;9.13683;7.5;
9.8532;6.8993;6.89722;9.19111;7.5;
9.85321;6.90228;6.90046;9.23867;7.5;
9.85322;6.90462;6.90307;9.27933;7.5;
9.85323;6.90631;6.90503;9.31293;7.5;
9.85324;6.90734;6.90635;9.33933;7.5;
9.85325;6.90772;6.907;9.35844;7.5;
9.85326;6.90743;6.907;9.37018;7.5;
9.85327;6.90648;6.90634;9.37449;7.5;
9.85328;6.90487;6.90502;9.37138;7.5;
9.85329;6.90261;6.90305;9.36084;7.5;
9.8533;6.89971;6.90043;9.34291;7.5;
9.85331;6.89618;6.89719;9.31768;7.5;
9.85332;6.89204;6.89332;9.28523;7.5;
9.85333;6.88729;6.88885;9.2457;7.5;
9.85334;6.88196;6.88379;9.19924;7.5;
9.85335;6.87608;6.87816;9.14604;7.5;
9.85336;6.86965;6.87199;9.08629;7.5;
9.85337;6.86271;6.8653;9.02025;7.5;
9.85338;6.85529;6.85811;8.94816;7.5;
9.85339;6.84741;6.85045;8.87032;7.5;
9.8534;6.83911;6.84236;8.78702;7.5;
9.85341;6.83042;6.83386;8.69861;7.5;
9.85342;6.82137;6.825;8.60541;7.5;
9.85343;6.812;6.81579;8.50782;7.5;
9.85344;6.80234;6.80629;8.4062;7.5;
9.85345;6.79244;6.79653;8.30096;7.5;
9.85346;6.78232;6.78654;8.19251;7.5;
9.85347;6.77205;6.77637;8.08129;7.5;
9.85348;6.76164;6.76605;7.96773;7.5;
9.85349;6.75115;6.75563;7.85228;7.5;
9.8535;6.74062;6.74515;7.7354;7.5;
9.85351;6.73008;6.73465;7.61755;7.5;
9.85352;6.71958;6.72417;7.49919;7.5;
9.85353;6.70916;6.71375;7.38079;7.5;
9.85354;6.69887;6.70343;7.26283;7.5;
9.85355;6.68873;6.69326;7.14576;7.5;
9.85356;6.6788;6.68328;7.03005;7.5;
9.85357;6.66911;6.67352;6.91615;7.5;
9.85358;6.6597;6.66402;6.80453;7.5;
9.85359;6.65061;6.65482;6.69561;7.5;
9.8536;6.64187;6.64595;6.58982;7.5;
9.85361;6.63352;6.63746;6.48759;7.5;
9.85362;6.62558;6.62938;6.38932;7.5;
9.85363;6.6181;6.62173;6.29539;7.5;
9.85364;6.6111;6.61454;6.20618;7.5;
9.85365;6.60461;6.60785;6.12204;7.5;
9.85366;6.59866;6.60169;6.0433;7.5;
9.85367;6.59326;6.59607;5.97026;7.5;
9.85368;6.58844;6.59101;5.90322;7.5;
